	Pellets_1_HILICneg	Pellets_10_HILICneg	Pellets_11_HILICneg	Pellets_12_HILICneg	Pellets_13_HILICneg	Pellets_14_HILICneg	Pellets_15_HILICneg	Pellets_16_HILICneg	Pellets_17_HILICneg	Pellets_18_HILICneg	Pellets_19_HILICneg	Pellets_2_HILICneg	Pellets_20_HILICneg	Pellets_21_HILICneg	Pellets_22_HILICneg	Pellets_23_HILICneg	Pellets_24_HILICneg	Pellets_25_HILICneg	Pellets_26_HILICneg	Pellets_27_HILICneg	Pellets_28_HILICneg	Pellets_29_HILICneg	Pellets_3_HILICneg	Pellets_30_HILICneg	Pellets_31_HILICneg	Pellets_32_HILICneg	Pellets_33_HILICneg	Pellets_34_HILICneg	Pellets_35_HILICneg	Pellets_36_HILICneg	Pellets_37_HILICneg	Pellets_38_HILICneg	Pellets_39_HILICneg	Pellets_4_HILICneg	Pellets_40_HILICneg	Pellets_41_HILICneg	Pellets_42_HILICneg	Pellets_43_HILICneg	Pellets_44_HILICneg	Pellets_45_HILICneg	Pellets_46_HILICneg	Pellets_47_HILICneg	Pellets_48_HILICneg	Pellets_49_HILICneg	Pellets_5_HILICneg	Pellets_50_HILICneg	Pellets_51_HILICneg	Pellets_52_HILICneg	Pellets_53_HILICneg	Pellets_54_HILICneg	Pellets_6_HILICneg	Pellets_7_HILICneg	Pellets_8_HILICneg	Pellets_9_HILICneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
61	959619.3892880139	1085000.9445644554	806256.0876749766	1090224.0136018044	672820.5215507878	804578.137139175	1278796.9834113473	1304832.3178793518	896817.4856232142	390809.35605932074	2440164.875199106	1079354.8657618735	1289669.708832537	2624936.2757300716	2088998.9327677675	2066633.4386243788	1990060.993040437	3256063.5034496128	2372026.5672320933	2649891.5792607632	2175296.3266494456	2039124.8457109663	1246552.3128182762	3011032.3754204437	2568104.2757440046	2948753.8674959014	2604330.7363723754	2842504.5852296147	3396661.1509618666	2797886.3344092653	1462160.389473116	1604998.8490634772	1722201.546086822	1548285.909968743	4317067.473359258	2742270.274883559	928666.8383254996	857421.1986727314	2009964.679088729	134272.28700593446	784858.5806648057	1751918.6361039206	1903887.0024144917	1824132.3933127504	1434588.3722389701	1624697.9244797835	0.0	1386751.9580154328	1802645.488820778	1717644.9210496407	912727.8024141986	567024.1660772193	930967.6187270292	845654.1021297169	F712	209.8334	1.7	0.52	2.75	4045.0	108485730.0	1.0	0.89	12578.0	56.0	0.9814814814814815	False
75	2638499.718083265	2936481.5530806975	3300734.6413609977	2507508.9969172534	0.0	3137650.3645630763	2896546.865410732	488159.80387435015	3387874.672750592	1809781.1574524874	7005361.912309941	3013457.187476846	5413464.744975856	6373461.162731285	7009961.526034127	5011969.31769747	6155542.806636827	0.0	6850777.326669656	6237184.153748888	7619515.353851118	4897585.94325316	1538527.6470175185	6593933.540612537	7956440.259222519	6144736.46395564	6193416.500965372	6694404.466638824	6758911.538801784	7452145.274645549	7551221.530064368	3685642.61042603	4647581.938385843	3492711.779526903	7752055.53947491	6322296.694800678	5349052.217549717	6141024.13150907	5784074.7408300415	0.0	5953893.332048405	4408054.3597691525	6600312.259631667	5663307.851848021	3198509.462982737	3272712.15536028	5670106.865690251	0.0	3537178.264304407	4401635.440510126	2550267.7113175937	1577236.866134748	2778418.623092103	2576357.8075853013	F804	175.839	142.49	140.91	144.06	2725.0	286396421.0	1.0	0.95	55.0	54.0	0.9259259259259259	False
76	1912876.350434033	1884616.7690035247	2305120.4002217012	1922940.29025762	1805133.1838121244	2400525.982401905	1318399.5245740996	1899893.1604961085	2191470.525570126	1566121.608234585	5446216.13966078	2078808.929999429	5023568.963116806	4930101.501632414	4770420.591137679	4404347.20303224	4076145.0809544553	6269923.069290211	5546789.959311653	4587918.365158554	5335293.509137568	4423939.738235371	1470492.8644331603	5527502.561585596	4993165.860189979	4809472.79475003	4341446.942274365	4960577.564938761	4572932.8308191225	6865463.92196419	5019038.25487571	3784057.0794171114	3147567.0048054974	2854344.6867001094	5854756.2548191035	3169290.7004041695	3588750.149161694	5271293.659962153	3312318.222968936	4022196.191805908	3709298.709312845	3201962.502892042	4764597.144665167	5093239.4449909795	2000563.3132852712	2503054.604742787	0.0	841627.4532694513	2611724.4216595506	2831984.013290185	1921094.450846499	1484238.9516667326	2181202.4148357785	1491269.8454129873	F805	175.839	151.87	150.53	153.45	2725.0	221994548.0	1.0	0.96	45.0	57.0	0.9814814814814815	False
77	747608.8143739484	545217.706962078	0.0	740234.2589036787	479516.874199902	901359.6535665824	984440.9851340841	0.0	0.0	728486.3388778017	1230173.268202432	647521.0121479603	1085701.8284552796	1315707.0073797826	1375398.2091192612	1641446.724639388	816100.7119300616	1876158.942424344	1686302.8025393677	366092.4882609972	1306977.4961419343	1728235.8728723833	691181.1254887898	1654466.6530524823	1857387.0548569548	1979833.6523500844	1591077.640123059	978909.4610665259	1450992.1401047322	1580869.4614785686	0.0	0.0	1137414.773628434	930023.8465619291	1286933.827831012	1497492.6447279863	1405569.5892421233	265027.0109219496	1449112.3680809925	1114547.6579223499	1336634.6140876987	0.0	1468166.7319293595	333937.59305486834	0.0	893402.2114099824	0.0	911507.4820030715	884748.3212852799	1015942.540278322	0.0	349803.3395592364	709411.8101672193	730681.9075548309	F806	209.9286	28.94	27.76	30.12	4055.0	59656503.0	0.82	0.89	30.0	50.0	0.8333333333333334	False
89	63721693.92724721	54069823.360715315	65167793.747513205	66467568.859095976	43990735.11177811	50154869.2674073	58323069.13453952	57418281.173765615	53881709.08868153	55004783.02338302	137187554.08602256	77979688.35999206	141543651.28396067	144024664.47995546	140491883.65581796	146494487.3513075	145027291.3484191	154905076.03166506	151302469.63344884	144473313.74652377	179027055.68357328	145116199.40629837	67482104.71459867	193956495.0486912	181369008.8815961	158527752.9717146	158453641.2715467	157975002.42846927	156865198.50603405	162542403.80951098	152160154.5160805	149062861.70919138	151055186.86134914	73528862.63979289	119673262.02271979	158072186.0619875	150320737.0478835	151347448.2467339	135985377.18183756	151496422.6803945	137090585.89500695	134260802.82668176	91137845.57256725	139308673.12130412	75372443.9388038	141780839.13603327	144852859.1969731	139942723.86993235	122711004.91131483	113108061.53426836	64213501.01113376	49394287.74648078	49985766.490016155	57065579.659513734	F946	210.0072	221.91	220.33	223.48	4063.0	2099455787.0	0.81	0.96	263.0	59.0	1.0	False
109	316007.63403431716	125102.537390117	157577.3078934628	162830.5124434534	136445.5064863208	217589.78961867467	262222.57950284553	0.0	126763.96315337719	0.0	259722.4927669069	173170.54731607958	0.0	311443.72227165796	354973.8743277124	139632.84796147284	278557.10708617	0.0	0.0	625846.6588688429	287230.1272363252	436689.8690298946	296963.27429724496	0.0	0.0	99218.5519657571	149008.75667606224	0.0	0.0	0.0	787818.7612880928	811254.7446718592	552990.8729881349	232382.6149341476	1093407.470870167	335650.03323280084	522227.1149069414	1213199.409720212	546445.7921474635	320658.3426542152	693432.9373326885	248598.99085888863	757816.9306802083	432928.76522242464	250671.4631253727	357201.18144949153	388897.53990232875	547025.8086961721	318912.36802277196	191097.2665554542	375450.31703529425	206766.0321587877	261197.96680517946	134745.06517349288	F1119	210.1577	30.52	30.25	31.17	4084.0	19363791.0	1.0	0.96	159.0	47.0	0.8148148148148148	False
110	619321.5954544705	673122.8891864558	265946.3149531525	584202.7543913841	510344.46931450575	527477.1866755397	302380.5182981745	0.0	404002.41833634465	0.0	1047044.3249628344	519281.31598534645	0.0	882917.6207998719	590795.0431914338	545845.4117558142	948203.9006305289	0.0	0.0	580684.1312226108	914717.9720972606	1257701.4001988245	602158.0754536446	0.0	0.0	1056699.3312775032	587740.7059239587	0.0	0.0	0.0	2263978.8146131346	1709518.4805623638	1772487.0535776785	715759.8147444363	1228521.4560714837	1471556.3598019313	1820457.8636631172	1134996.050855009	1338296.6234681383	902550.0081968751	1354085.5394728298	1156719.8151665821	2354082.2471072436	695645.680449417	963093.0103804267	1223724.6794717086	915728.1490868529	1556439.0704314585	1183003.412658362	963125.5061068145	637168.5432638832	805833.4239647948	494019.70255340595	517290.5665955648	F1121	210.1577	33.93	32.49	35.38	4084.0	55024207.0	1.0	0.84	256.0	48.0	0.8148148148148148	False
113	1835093.2436668756	2692742.3249317375	2384831.678203693	2604043.3531522895	0.0	2831805.085956789	2051509.1037239265	190639.3130760987	3090007.1786841904	1709649.3243063518	6207697.616944601	2423938.164298985	7081489.588381412	5783442.4227529215	6462382.217588433	5319607.022134023	6064424.4447184	0.0	7239047.414296659	5608343.119273559	8132749.708290367	5684412.688882314	1375742.0123598916	6129354.550333141	7247877.849042794	6481087.866951137	6111273.465217588	5651683.310022723	7847621.698277249	8130284.369583266	9515279.820996681	4993116.956961775	4875019.286271005	3545678.9513148353	8934980.784016283	5937135.22701089	6280230.387660691	5551418.947268023	4216763.214966131	5042624.697183824	4808327.471385594	4620165.344869112	6372686.517336663	5503039.393533173	2687742.802139348	3508477.143610212	5680424.812844696	0.0	3023641.3251638794	4123418.7817705735	2263553.684332854	1248950.9419172658	1874155.4243672467	2465902.002033194	F1124	210.8419	141.57	139.96	143.14	4089.0	270513970.0	1.0	0.98	125.0	55.0	0.9444444444444444	False
114	2683276.109711737	2648991.96647629	2862190.6284243036	3128736.79464808	2825704.7053279043	3340485.699169956	2261699.9443321424	2158566.6993761333	3647488.86950787	2493869.223918204	7149617.87867701	3260807.1947838	8493460.475711068	6646410.995448508	6644662.931381142	7638764.772790401	7016385.944359549	10926909.623865994	7264000.910780614	7877866.698661011	8583644.795620745	8615050.59872493	3217128.3176938067	9214640.276721831	10634528.814364288	8208528.409685672	7766796.0072305305	7299067.846141103	9491423.554905025	8433445.218356572	8996750.802282112	6703231.775118822	5626343.402718069	4669625.748538233	11162182.659027768	7530944.542661221	7180485.805033874	5345361.120258643	6002716.834039739	6267695.170873372	6099002.0780472625	5244075.382466254	8216035.364546644	5422668.999897032	3696506.619162164	6650358.139018718	4702338.093903996	0.0	5544048.690173844	5543504.270935915	3427796.070395966	2825717.1614575805	2742227.7660692055	3463822.7371667894	F1125	210.8419	152.53	150.95	154.1	4089.0	363605435.0	1.0	0.99	186.0	57.0	0.9814814814814815	False
125	678139.2739823473	864300.1124263969	268994.084238171	533744.9312553429	278101.21466931916	495738.1257213513	370440.7269519388	420779.7880406023	687438.3242452957	0.0	1351875.9060337564	460993.2320540754	800380.6958772579	758211.8905692239	708960.8429676386	123026.70439160307	338072.55912606517	1873404.5836777394	1728505.048417725	1108951.9179228134	1430435.1749253108	989025.2726469627	267913.0629472096	605660.357119063	0.0	1240101.3825188233	911189.3591890421	751054.3741991522	1465759.862242142	1030158.2903114699	1076431.4996098431	1111864.1474490098	289932.59974696237	246534.7549451381	2222480.131769069	905129.3927383147	138513.9936849358	738086.7243726382	704699.7737001802	837552.4426727515	127395.06409722034	124494.25609462957	0.0	433624.50679687405	197253.49575738906	1337207.0654310489	1034914.6108936958	85657.24984771298	299301.0867492501	132451.93368079356	0.0	587058.1845144939	495504.4675629122	380596.97590369906	F1337	134.9425	152.0	150.4	153.05	1443.0	43136615.0	0.8	0.83	128.0	52.0	0.9259259259259259	False
126	2340521.042695921	2724564.5594389606	2592157.865222896	2435748.3927808637	2647839.2159312563	2842451.9006933	1862308.390547825	3294538.8175104195	2822219.046915345	3158899.547614647	1471369.7691143968	2627953.9868732016	1266282.0884374545	1589988.209501224	2411585.651294749	1955101.7241567958	3896783.545401658	881293.4679896067	1783844.4676274848	2821138.6329728942	3364931.0373140397	1779999.4413930983	3479864.8482837672	597675.2377555816	0.0	640614.8046027401	2881515.1134118456	883483.5568748204	2300143.960113577	1866267.2407845252	2256974.243464473	3143503.9712233	3033414.0744248754	2503939.4284942485	2984706.067685364	2434075.9346752074	2421227.989033079	3132150.434077074	4057533.3203730606	3702836.2009717203	4073379.00444496	5247591.302570801	5022812.252167336	2923684.6219002646	3506949.255296132	6043863.356522705	3030773.159235297	6248586.146256361	4705864.5209156675	2035421.3708841584	3708561.269637953	3996170.250292782	1931960.5426366888	3133668.26730804	F1338	134.9425	206.68	205.1	208.12	1443.0	224042507.0	1.0	0.87	7299.0	58.0	0.9814814814814815	False
127	71470266.41717078	78506175.53620808	72601955.87424856	76252535.93892579	116843693.36096615	83289454.5135344	67439463.45263313	98315020.38158947	79339042.25050633	102217420.84509619	0.0	50427744.77643552	7779229.761976505	0.0	6817918.003811633	8817593.51038288	6082220.778193078	2817724.35094653	2064495.198155699	3192058.2066460378	2080007.2329804867	4496301.786568265	65432242.42290808	884529.9337074322	0.0	3204475.161966531	2079390.3996220352	0.0	0.0	495540.58851256676	3106200.298065146	5092041.232043416	4863047.490633234	71889778.72010955	1827219.4653085815	1294060.5312532336	1600818.7711150418	4450150.903183784	4477139.318943987	3430784.5960360966	0.0	756318.3102180082	406122.1511065987	4832051.733019265	95041415.25998373	6814679.930288516	6816452.078026087	912350.0838035297	0.0	1664368.1178602013	90082442.56005324	77370038.28099915	81720620.93501386	55882890.371146314	F1343	176.0557	212.98	211.4	214.56	2754.0	1785356998.0	1.0	0.94	268.0	52.0	0.8703703703703703	False
130	1012311.1558158054	380632.33941304736	1198922.7532008968	378872.1066394721	664321.6662677466	307556.0727204707	264179.3935739367	236724.10225408754	519897.9026842484	2008236.6435893353	23603929.753893867	1753871.4192167704	27188916.07966963	21441114.39261942	19227394.991343718	24422265.9116216	15180765.133222394	6409053.498285355	8414784.94206133	19596919.05838204	6835077.253785136	25555790.97833023	359409.3228754972	7248858.846107936	13208406.466563642	11499834.519780193	14050301.133022344	9580506.13972643	17866868.337940127	15053175.976791024	27742067.293292493	28931919.956388235	25068767.55266036	0.0	25948560.381242312	21860050.141482882	25972004.28904402	38967692.79410153	32613033.080886796	31369749.84212303	31841141.219464995	40211649.832630955	53144065.18532549	36712181.37688714	0.0	33151317.930348273	33953455.007210605	36856757.170462444	36332227.52148692	64345003.07644946	187381.56647159683	1729294.5323507204	759024.4973073101	462742.8788701951	F1361	176.075	297.79	296.22	299.37	2759.0	933014147.0	0.77	0.97	11.0	55.0	0.9629629629629629	False
131	6472926.276650567	5536976.938683775	6527708.411439326	5064154.435303891	5009835.970254863	5238815.801892041	4683656.631768904	5754383.351607363	5025014.424474056	6522536.045826108	34603185.52798215	5831615.804500467	40183174.380700044	24411841.33314343	25600279.86927406	30169408.306145698	21722056.940443773	5253851.79607727	7881739.739797207	21147826.255433332	7845247.542614862	29517016.932483137	5474753.246771074	8916102.214530062	18797010.090645473	9860798.807285046	14361208.582181765	9554844.52936305	18124411.060917854	17107256.83331205	29902088.888398547	29668581.41686082	27541026.1381901	2266710.0135700083	30503067.42550117	22171231.255615108	28935514.14092607	51492402.5492942	42021625.732256696	39996940.26920206	36684467.85884919	56776303.519293904	94568647.39621308	47291579.81096494	1717282.580666564	34059150.89428562	42290329.07322221	48363522.60608194	34573604.40083543	72169092.42848389	2319536.2817026502	7152718.885636519	7212255.548425757	5829614.818491715	F1363	176.075	313.81	312.24	315.39	2759.0	1307793438.0	0.98	0.99	17.0	57.0	1.0	False
138	758684.2943985369	287522.8568389745	214938.7834712799	362147.2770059216	0.0	685055.7297577519	910061.4801499307	547881.2899284147	0.0	978213.1215572455	4192317.6888446403	830549.2875998373	5479808.0318484325	2945650.6276468886	4585110.153557605	5162403.844520592	4068274.817664668	217348.6902574095	1126719.5930656486	1588775.813997161	0.0	1708733.6641706196	487936.19816379267	161151.00931800157	0.0	1544536.2477056817	1417472.5499019893	487631.16304463893	446456.7209221388	652047.1529626402	2545250.4969746163	4451470.400529483	3314821.1693528574	1571335.7815383913	2379214.2913855384	2530710.516003843	1620348.6528260475	5074911.225258887	1417958.2951303767	1116805.7040154317	0.0	866984.9852566189	0.0	2695068.2251617187	511691.94271721033	2403504.878718142	3462329.444186866	1809449.9280464589	923180.727152058	1951384.4821344113	1021020.7270131258	0.0	0.0	1013281.5117560329	F1462	210.9912	301.21	299.76	302.78	4110.0	95917801.0	1.0	0.94	983.0	49.0	0.8518518518518519	False
139	988602.9312704052	860601.6541121562	986699.5033384686	982112.4887253786	0.0	787713.493949367	1199658.886365365	1136773.7811336215	0.0	489840.9411147844	1649232.662700739	804476.7232144182	2865030.9907732643	2934427.7208933015	1954013.0178510046	2387309.690636989	2103540.0629655924	2530121.088846384	3320160.083271433	1486322.3768877303	0.0	1795495.1927635977	1036218.9178181518	2350688.830173071	0.0	3452714.7583027296	2645373.5913666813	2185102.580632149	2934574.773078516	2722460.578702395	2252385.491086468	1344823.6373216251	1180067.084049709	1328623.0008768574	2945579.712967262	2637251.2308466574	1109070.8600182629	2246760.0341160814	3015972.0645116097	2548547.1292790873	0.0	1481188.526332406	0.0	2436823.6428707764	1338791.8802447508	2180743.4161435105	2325974.352939858	1962203.4929180664	1490194.7459139875	403533.6267498726	630310.2377871155	0.0	0.0	1098316.4334585648	F1464	210.9912	372.04	370.73	373.62	4110.0	95624410.0	1.0	0.79	110.0	49.0	0.8518518518518519	False
141	8051554.46519726	8585540.449742977	9111154.318931626	7293096.713500608	0.0	9363648.329489	9660148.643225593	1222823.1560059371	9386437.480030578	4815849.809526766	18652085.29871703	9139176.38130149	17068460.61119738	19936656.219373055	19479709.862589993	17920893.522713087	16749057.960211083	327033.2739899413	19737391.62038468	18366170.543380205	23506427.50023529	15629708.477151955	6306165.4732499905	21410328.41891803	19322263.424597796	16293382.95446814	19629841.159027632	19458288.013134457	22644981.351191007	22555345.039022762	23653199.831905376	10153256.397653982	16501238.013042249	11885976.270153914	24193190.55417663	18709509.36692733	17124898.173412632	19891772.126924578	15968746.582470624	15137480.90767989	17099975.130446006	12393560.409120563	18726874.450114142	18193657.47408623	9201904.257746262	11364478.852670388	17155099.683298614	0.0	10667488.753360441	12134078.641089106	8413539.472821783	4822842.688041469	7295592.683942132	8201680.683347265	F1485	176.8359	142.36	140.78	143.93	2764.0	862046841.0	1.0	0.97	30.0	56.0	0.9629629629629629	False
142	6400651.165472177	6848612.734835158	7305818.524228812	7116292.602603739	6630524.408665857	7569715.691760084	6041819.040222093	7862111.255775667	7016599.807385151	5088674.30843342	16546667.105216028	6787293.435848933	17060683.734682616	15880095.438153671	15475996.693620931	14158993.072793655	14826354.319298403	22230622.89378919	19073433.2248879	14623171.49245547	17226855.39328751	13394136.741481759	5869344.780768075	19067715.165050827	18597478.701332547	16824151.024326846	18622092.52994554	16496246.933206506	19628699.976846326	20821674.37763496	16717182.724386124	13333119.238832831	10438572.975569973	7867414.102081189	22570872.706334755	13956383.365612548	11875490.278523395	16960395.711519875	13032377.422893256	15046072.990190813	11720973.593067035	11989477.629279494	16440912.186139468	14060199.651941834	6412845.24224182	10318074.265396303	0.0	4434675.831176206	10055035.06533511	11964613.59228628	6226736.44266643	5611022.674328275	7429046.556239212	5011949.923165523	F1486	176.8359	151.87	150.4	153.45	2764.0	781008334.0	1.0	0.94	32.0	57.0	0.9814814814814815	False
159	1017590.7909916954	1140009.553140803	1430610.3613758597	1169591.559070446	0.0	1379856.8673841923	1112665.051105142	0.0	1336476.2436554213	667989.8852672646	2268119.921049624	1289767.9501286747	2721187.270675557	2352711.2333521857	3053278.0824932363	2662027.4809709573	2003925.3463371017	0.0	3233721.45676484	2827317.3023004415	3070631.8917093864	2369029.0545370155	519158.9723305591	2497846.543794832	3273782.9135427494	2558203.338815421	3465921.3710105964	2298246.714206102	3634282.972386853	3773288.0263788416	2701486.0820709276	1216714.2667407538	2268672.623786014	1710999.0804145697	3149018.72538434	2816861.559571006	2240097.391954106	2556404.6823134366	2694483.380361131	0.0	1691907.7000554465	1538575.1611927673	2511373.8441313943	2655890.425418089	982300.1406263026	1429265.3743670569	2374143.6019782214	0.0	1374070.3919988766	1538399.9528393524	1180580.1878528039	350750.3669615312	959277.4786066269	991993.3765595497	F1630	135.9015	141.04	139.44	142.49	1471.0	117291527.0	1.0	0.98	22.0	54.0	0.9074074074074074	False
160	1456965.3405957469	1278346.6918992258	1669621.3136333907	1932021.1778448154	1089303.4070549032	1251251.9788311005	1555547.4569233938	1146751.8373393086	1113709.8119039603	964475.0077776462	2577166.0437059193	2234452.954226365	3608709.3520374675	4490638.551285529	2697022.6547196754	3358162.3079321883	3434915.064272354	4328077.123178733	3034122.780509507	4422714.927892494	3368119.85862793	4195558.855281873	2353473.818309809	4423332.684000693	4628623.790581744	5090125.405528382	3988210.391399202	6979951.435563264	5247772.50927362	4062969.1087214984	3852164.614089772	3172585.8544465275	2500367.2710888647	2358771.4805275262	3834953.7794138803	3422527.269059502	2149401.1408740818	3087937.1862633782	3466459.496950802	3567411.6884342483	2339622.9498606594	2713026.294161751	3782416.8478079387	2640366.819056804	2105418.9603696917	3572304.400353544	6753832.256015332	0.0	3825149.9985377593	2973744.1331109707	1523918.1840266332	1031128.9051760283	970383.2795279977	1562680.7097714238	F1631	135.9015	153.18	151.74	154.76	1471.0	180796867.0	1.0	0.9	73.0	58.0	0.9814814814814815	False
161	20542683.38685732	21169351.20138739	14293652.614034733	12684578.219544224	37022071.341362335	17204107.909381922	24430859.5437075	39955703.60532967	13487448.17126276	9180040.724960346	7569304.531167256	11991937.430997306	4561852.836161883	4828012.334527598	6346813.480393517	5753327.374140969	1207903.6803922234	5361743.129522157	2700026.6560521023	1515237.4098319642	0.0	1538827.9521470873	15901219.369204165	0.0	0.0	2932665.7213279177	1549013.6700434906	312971.58063602797	1330348.2002356995	0.0	1937587.3625487897	1843940.4807512884	764748.3908102455	25131907.861919038	133208.9254277673	1745994.4979017247	1251397.262343048	1930330.6293944698	0.0	1668643.733778766	3029816.1966620577	0.0	0.0	4976626.220100491	33880044.24117744	1647217.456890481	0.0	441301.55623956956	1446348.2196802332	5399244.477551095	10158486.775914513	17084073.07064699	27455934.80962277	15579351.932607856	F1632	211.0007	218.49	216.92	220.07	4113.0	795758272.0	1.0	0.96	30.0	47.0	0.8518518518518519	False
180	2273994.2812383417	1911901.8373430227	2087842.819182276	1775615.6113187147	1245763.415663864	1797995.4726387763	2520736.767234074	815665.0186139455	658012.4495056843	864706.3975588799	0.0	12696440.974826826	0.0	1653729.1615514394	1990045.4812310382	1046265.5126654443	1392204.6150358617	1147227.2655693656	5742277.059503987	2144186.0645722193	2525411.124889776	0.0	2421871.778560515	1110555.6133293642	0.0	1949223.5646518015	1292286.229022104	0.0	0.0	1331269.7117944888	1869822.4019859189	1898331.2651083055	2293392.522803533	2193702.952322043	2611801.887086248	1914800.398227215	1311350.2923940832	2017848.8534530974	1728093.440109509	1954764.9306804657	2336879.5771938805	1321506.9418314628	2628320.596567244	3141721.054022073	2801783.639386484	2504767.4511235086	4119545.0535797053	0.0	1630145.3047504546	2557464.307657648	2713344.825877214	1094762.353772795	1147947.9932562944	1765037.4510195937	F2000	80.9641	181.11	179.51	182.42	284.0	148050870.0	0.9	0.93	597.0	50.0	0.8703703703703703	False
188	1431066.5831822765	3599062.743616104	2580561.474772582	4525733.222016875	1692655.3846632221	2009332.74577931	5201479.214635344	3398558.8046178287	1472776.464322294	1608635.0005041566	5735546.182140217	128312495.89758727	20131342.464362547	6344811.048395125	7411961.839755534	7224009.971767128	4739782.027157534	9343504.93216769	49126481.32606307	6414298.622100788	15273046.12873384	6233809.946122688	5670381.447997166	11389531.938731257	7031503.071298387	13221510.55933436	7538606.04569727	6383209.053903268	6453006.900397775	5337830.383778122	6119956.133364001	6615374.14963082	7348878.077031334	5190325.565597577	12043515.73698235	6953624.901605541	4434960.185772295	6148701.112401228	5881491.671459435	8342103.962274201	8116691.851195651	6160259.383547043	7991499.8279575	2766790.8162661768	6363749.355653213	6996353.978715732	6814623.312927739	8670970.59391043	7700540.226647582	2518637.754141466	3854947.099075657	2131241.7211704515	1607490.8860453544	5253729.273132972	F2091	82.9531	34.59	33.54	36.16	302.0	631891929.0	0.8	0.83	16.0	60.0	1.0	False
190	533438.8902616384	504659.3047423903	912502.2250717315	973073.6704432588	1154988.2941452684	979911.1676040698	909607.3516013566	421119.83278131124	1061876.9848803228	1474303.7892063032	2638018.578237845	1388572.768999628	2557935.7912632995	2128675.7931406214	1974023.8724682783	1796118.5106995113	3068053.855192122	2242250.681583524	1488642.7318502937	2439761.956891055	2538548.5909769638	3557431.208474447	817196.2720405421	2023180.9489541778	3833142.906282056	2160300.349474698	2245102.449377023	3698319.9491759557	2766674.6894321563	2229108.778535855	3469180.918974715	2292997.285223084	3244798.8058983483	716140.9802526392	1971102.4022458147	2216239.425140322	3554359.2662374037	2798963.472402459	2615781.2441265257	2103389.188831585	3667427.971821474	2048562.5686484205	4779988.673125569	1692130.221720548	1075529.2059726305	1011828.0792724016	2423347.772688348	0.0	1372739.8798428995	2650672.648266961	1597282.8947685102	1107437.6120086329	1024837.3495421614	830491.8077105184	F2168	211.8849	153.31	151.74	154.89	4139.0	127167002.0	1.0	0.88	97.0	59.0	0.9814814814814815	False
202	1456932.237930855	1368648.067361721	1899305.8997181002	1545356.61944348	0.0	1815286.9712454153	1931616.5296846626	223792.77252157085	1294962.791107364	898591.9228898612	1826580.1349913797	2041411.9128234745	2501423.4261528957	3510749.475727459	3698264.2155820373	3081034.589843437	3092968.3018610864	0.0	3396186.0287634614	2948274.0392727815	3363938.42876523	1901263.8022985877	1074661.2237765512	3043927.239165063	2868098.24707341	2715127.062795619	4185025.2483652914	3377353.6380049638	4615581.5927257985	3955472.5484913536	3523548.0969683933	2272023.299681414	2896135.5015389947	2096606.3599456768	3694558.7214134955	3680773.4721598756	2134183.188380944	2709781.688521186	2431882.811220218	2105016.3248007144	2084599.2603182136	2261513.1128521324	2797222.302779612	3330829.122761679	1529167.5498742752	2134272.7705138256	2956156.920614137	0.0	1918384.1979759887	1763608.1494148008	1146653.5968693914	917396.5160458457	1187309.8145008069	1752656.6641430098	F2311	177.9123	141.57	139.96	143.14	2810.0	144148377.0	1.0	0.81	30.0	56.0	0.9444444444444444	False
203	1169103.127448657	886144.7525582123	832733.2988902219	1280644.894147591	691607.7468757908	1479090.6344568252	990243.9146246894	1160732.7918997833	1021908.4041074383	642820.3877795746	1318999.564188815	1659835.4073886552	2538623.0167000745	3570095.1176638375	2315883.1832001386	3057285.72997984	2532959.990603407	3175944.5197078055	2602164.0129070226	2625422.7403988866	2372007.9855282702	2189542.3291106573	1514859.068359722	3210007.496358075	1893954.688254199	3401819.5054727322	2533869.018342664	4292440.870280103	3125401.1889132406	3258802.5319948597	2423477.3545374926	2115142.725253566	1796677.516663887	1500902.071183369	4244428.095175178	2634007.6396194817	1321623.7304130453	2463603.7197311926	1869249.1939818643	2305829.389417999	803591.173947116	1710066.8278679198	1921906.6615776245	1453356.202024828	1417200.4506739157	2371985.7187808775	2640384.767256101	0.0	2035746.23761759	2038843.146251816	885537.1773153996	788372.7440766529	1487908.1256814112	902572.0900553424	F2312	177.9123	152.79	151.48	154.37	2810.0	124775075.0	1.0	0.95	33.0	57.0	0.9814814814814815	False
