	Pellets_1_Rppos	Pellets_10_Rppos	Pellets_11_Rppos	Pellets_12_Rppos	Pellets_13_Rppos	Pellets_14_Rppos	Pellets_15_Rppos	Pellets_16_Rppos	Pellets_17_Rppos	Pellets_18_Rppos	Pellets_19_Rppos	Pellets_2_Rppos	Pellets_20_Rppos	Pellets_21_Rppos	Pellets_22_Rppos	Pellets_23_Rppos	Pellets_24_Rppos	Pellets_25_Rppos	Pellets_26_Rppos	Pellets_27_Rppos	Pellets_28_Rppos	Pellets_29_Rppos	Pellets_3_Rppos	Pellets_30_Rppos	Pellets_31_Rppos	Pellets_32_Rppos	Pellets_33_Rppos	Pellets_34_Rppos	Pellets_35_Rppos	Pellets_36_Rppos	Pellets_37_Rppos	Pellets_38_Rppos	Pellets_39_Rppos	Pellets_4_Rppos	Pellets_40_Rppos	Pellets_41_Rppos	Pellets_42_Rppos	Pellets_43_Rppos	Pellets_44_Rppos	Pellets_45_Rppos	Pellets_46_Rppos	Pellets_47_Rppos	Pellets_48_Rppos	Pellets_49_Rppos	Pellets_5_Rppos	Pellets_50_Rppos	Pellets_51_Rppos	Pellets_52_Rppos	Pellets_53_Rppos	Pellets_54_Rppos	Pellets_6_Rppos	Pellets_7_Rppos	Pellets_8_Rppos	Pellets_9_Rppos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
8289	2636723.0198188075	2263251.920509759	2682214.70548493	2806092.461154763	3411516.9733595615	3634356.4635239225	3293762.9162791697	3064689.0963061824	2892588.486078171	3367827.959751352	3126060.615992732	2711409.652957475	2353484.7785115456	3201318.631959973	4327418.0220207665	3725673.4869642253	3240603.186713644	2676005.929988781	3665416.267883016	2171011.316807498	2568920.3312691534	3391015.1298304256	3240972.832529599	4175755.0724254022	2710278.6933597284	2276341.2072995487	3114759.7021393343	2381750.2680032947	2420069.6328545474	2305403.052686284	3755922.9621353922	2793064.675308613	3181150.719879428	2556113.2706130967	3015894.2389603793	2462803.0961073334	2987153.995925059	4486468.32587642	4117115.32098319	3317521.576599274	4012990.9922586675	2677582.118138895	3522481.545526668	2797263.8134993473	2376790.4225145467	3350660.9454404805	3622619.5577888866	2889980.026404031	3457007.8382953913	3054055.4315809454	0.0	0.0	1714494.285936956	3236770.601529391	F44603	686.25	177.57	175.99	179.14	19573.0	172367314.0	0.91	0.97	30.0	56.0	0.9629629629629629	False
8290	1510203.1518185239	1224195.4829625778	1360918.1227845643	1566924.1414932744	2216682.343675115	2045924.9630344005	1948831.1286077749	1639950.7923685566	1796042.3118336266	2029108.5194268976	1407570.7043419986	1672176.7010499851	1171015.2186553013	1728996.5104964122	2419827.555149406	1781223.3679356975	1735387.782065215	1416832.1872030448	2068398.6854189604	1196615.1894427394	1392873.8671373469	1947578.693549136	1929903.9766117602	2219980.7198583977	1567998.9860140933	1402025.2280059026	1876093.4703927094	1498244.9841406012	1164089.0910828619	1259961.0511344855	2188203.1022467855	1383451.618980927	1652915.6270721639	1423541.6458943258	1508857.430283471	1396177.7818266759	1515591.5505747816	2104115.9839215	2070061.318624055	1595084.819991956	2083733.9163191442	1576365.622879213	1752004.458411083	1494295.6273315253	1574654.5937819306	2092106.2080270527	1843776.2920480727	1421661.3823609876	1655518.3754876368	1519825.8454905106	0.0	0.0	902909.3960609871	1894540.5907670318	F44604	686.25	182.29	180.72	183.87	19573.0	94983795.0	0.82	0.95	15.0	57.0	0.9629629629629629	False
8291	1909764.2556392283	1533238.8087342344	1754485.6697599343	1896829.8870727748	2248198.6113621034	2147215.762263477	2301088.872506302	2166541.285600395	1957993.3056979955	2201734.0430772095	1807816.0996044583	2106974.9809433823	1256699.5000091568	2036029.751333084	2769400.93677384	2063971.6273568105	1937294.32323736	1549981.3402317467	1986991.27603864	1340622.0140896952	1520210.1819301061	2154619.6849127943	2376681.843113796	2731043.43417167	1799210.386256399	1664513.9233839454	2092029.7105806274	1511928.81503143	1370955.2410055287	1480775.242127048	2475505.2069263016	1562994.6093676838	2029386.7977425666	1809703.219684516	1985712.943226492	1550875.8788810186	1824325.2842602916	2606189.382635248	2348063.040786286	1841726.425358836	2370190.8458800316	1741649.7968550317	2069896.1062072644	1654010.7113179949	1718526.6394625835	2554491.5470409594	1890008.7466288747	1553796.5980353528	2162911.628429552	1861063.8758060085	0.0	0.0	1069422.0864627124	2358730.1990560247	F44605	686.25	186.26	184.53	187.83	19573.0	111289393.0	0.85	0.98	18.0	57.0	0.9629629629629629	False
8292	1297624.9705609938	1355211.6233220305	1644408.65706982	1570022.214788264	1900778.9161472153	1845064.5264863092	2185101.682929827	1720163.1636165327	1322135.8150930353	2218354.384870279	1659186.7923067121	1674655.643634286	984571.4625384824	1945280.77547119	2417916.4113283046	1884362.4620597328	1576251.5507946457	1364828.679218358	1574033.6336662539	989498.2900197286	1198861.5642315666	1948535.9049649455	2180898.53489465	2433698.7881258507	1241008.639508217	1564897.0794777228	1893151.0383116629	1096608.7945993799	1060218.5049909258	1202062.1366488608	1760931.4198597693	1317714.2797995987	1519660.6899958127	1465716.752287764	1752724.9910019333	1214704.5229671095	1569403.615628132	2167453.9900014484	2140361.770643586	1826913.6334714226	2315832.208974813	1382572.2623543402	1481480.3550431675	1599080.8702650515	1499619.1417242154	2337894.105191649	2113175.53087349	1148560.8267527649	2100798.942577098	1519501.628834629	0.0	0.0	916062.0883608861	2476610.942159013	F44606	686.25	189.67	188.1	191.25	19573.0	97461876.0	0.84	0.91	16.0	57.0	0.9629629629629629	False
8302	6821199.887833453	5282247.7448081765	4086456.30727041	6551476.869355487	4705076.356120359	5336728.672048495	7139380.292017363	7421536.986597633	4510160.315923462	6187420.560185167	4751925.254548963	6411191.450470532	4250145.454446851	7055725.924338314	6239026.277773515	4923400.030006688	5574155.211339769	3244547.8911487237	5207319.904042613	4769508.097316748	2786574.6169086806	2959019.2966680876	4876494.14163221	5123585.166646469	6476633.091158819	5121989.234300987	4859014.194416787	7491855.036518903	7288819.50547063	4668572.667477475	4570837.239216206	3075516.1538981176	2212499.1889288602	4687586.309153773	2991234.6810136037	4024107.3096445594	6946614.313027409	4707316.295799606	4942136.514210791	4616584.747502289	6372127.106538675	4273675.091351408	2789991.070902735	3681346.4731331114	6725798.64809375	4603637.721582621	4584300.501361958	3598533.504950715	4609987.93568778	4724698.13647766	3806411.785867604	4248945.034865956	4201712.827356587	6395291.851916066	F44641	618.4878	225.23	223.65	226.8	17720.0	303618951.0	1.0	0.99	16396.0	60.0	1.0	False
8321	809264.3237824517	500243.01876097673	613504.7264458464	640855.991237015	0.0	0.0	277585.0678653309	305218.0661473877	48835.00747525117	103109.69033510896	123004.30409183567	850157.6902172554	242743.31517123905	290682.42280239705	370501.55086299387	333986.87405992975	152464.5499649353	211737.6338004881	230689.43849345425	234780.01683644875	169911.7433400843	377224.8280704587	651265.8752548263	100180.05287818304	59528.380090022445	271905.65340304264	331898.49084109184	201408.59804252544	215770.6103296087	176317.5306782386	684356.9369915649	650626.0432110471	564235.1407891053	540509.7930280038	807360.3538801329	582282.4113741843	399007.9801023722	540382.4862162003	381636.08348448033	367003.08233838005	313513.8905415041	570283.5536602982	531827.7506618402	526495.8717395322	371690.29156675324	712533.1906753753	636842.092072738	366318.3780195248	771955.7254139407	791404.5437596629	148423.5976468776	821641.096360764	0.0	1022253.569580342	F44698	686.4625	226.01	224.44	227.59	19583.0	24264140.0	0.92	0.89	1589.0	54.0	0.9444444444444444	False
8322	19582.235342043663	81407.54095426947	68992.97821906442	50872.61081078071	0.0	0.0	20855.476548748382	0.0	0.0	31866.132581918297	46641.79453822248	109290.43274406654	24028.034530631314	92237.03828878836	97933.72319189958	81517.16840359723	109774.57639516816	0.0	0.0	37974.81390414507	23545.392731742064	22736.028699572034	54912.65263497871	0.0	0.0	15887.395323541636	52327.873769015736	23527.087459329177	0.0	19349.70797786085	161285.6890248693	195295.3470905008	63669.20732074977	24118.01641888097	296043.7288999527	230043.2078744057	58146.93227819781	121980.44658089097	257191.59407401213	201673.79092573473	83494.6109316912	105946.84325268285	88266.04406063916	184543.95196245736	18112.372628312514	163203.63948912013	153112.84302254568	236988.43802519387	196620.8718448238	212802.5117246145	65385.76065434898	126232.57284383551	0.0	99001.35056103958	F44699	686.4625	230.78	229.17	232.35	19583.0	4822946.0	0.83	0.71	414.0	47.0	0.8148148148148148	False
8323	230556.87548434694	307503.5480652691	249871.63904815222	318288.2382598438	0.0	0.0	43396.35120232573	88275.56242214519	87179.33429861878	0.0	0.0	397366.6593401032	0.0	164710.34418462095	134167.2552971564	94278.97034305161	57272.273048140036	83369.73329759251	124265.0484963548	112422.85932315401	18447.787672655784	51489.62114640941	151086.63967271178	17177.379935664183	25188.439842368094	93629.00612044286	141984.11490400278	33036.86168082004	150758.87573845257	142648.55560552952	439851.70050279214	262713.1159484874	302809.2556083891	316590.40502621594	491473.764159866	439507.743677137	92677.74861280661	260145.5457806644	128253.20410701516	322007.2514625302	100411.86140718487	230422.31150269625	111918.66608533285	309174.8541281992	199067.60347472696	415850.8379622589	252044.7236756721	154256.98070238743	390734.3216717844	350234.0033602669	244584.32561715666	129922.53910513308	0.0	341751.22238903533	F44700	686.4625	235.51	233.93	237.08	19583.0	10566897.0	0.88	0.9	380.0	50.0	0.8888888888888888	False
8324	1483025.8417111873	1219916.551370467	1502677.0035717506	1502340.8173645644	1023843.4133579734	1178013.2890617533	1500506.7527328052	1465043.6534476755	1253841.92856964	1838817.260619566	536019.3139225965	1763600.5985225753	825957.388782313	1290639.5269036137	1663671.6768897441	1216394.7583676942	881580.7791387658	1046520.1499339559	1176198.6761668334	933641.561355264	1120058.565960273	911539.5631031526	1818688.8759564497	1126350.8644628003	1238620.6778909657	1198206.0613814502	1341963.2160902817	1284661.5167663677	1077247.1640188962	1349712.7719129634	1489568.102638519	654787.0010443648	1006999.9594471301	1736394.2687250236	1360987.4924193188	1419452.9289012977	1279055.4586827112	1311401.4359966135	1491654.4019978696	1030764.1431393484	917815.1011744151	836375.8358720426	1135200.1236933789	1324129.5909145651	1677064.3465785196	1198326.3491643406	1739727.866793696	840051.6055907748	1385477.5785677466	1235476.407566821	1151318.5028134112	1378323.4604798572	1497941.530973384	1776801.9526292006	F44704	537.2787	119.94	118.37	120.07	15191.0	134766420.0	0.77	0.86	6912.0	57.0	1.0	False
8325	408540.72940214426	132575.61071616545	128650.88588376006	110675.5917931287	638252.1494410232	282413.6327241995	261018.3464940278	310710.98255528056	267993.54991988087	728297.3027892448	662005.3390987684	207348.49203460914	170830.1276590211	513493.71276505385	326738.83688767854	279389.57236189774	451020.7193230834	103909.6449558564	153786.04039152188	121913.00243786418	182617.3908000877	605336.8872394447	259912.22904146198	230797.4631487694	343244.14006080606	279827.80644370796	279622.843149254	94349.70998901977	290642.47480192623	329842.09064850246	453768.640533324	502506.4191718332	526319.1223321201	184701.77751841207	408744.9514505041	272696.6290412477	546642.2635190295	368098.30985468806	288124.4819763197	239172.71122267834	591836.7081599294	262643.70725943916	471601.40803308965	135859.34058208932	375168.39210769726	396623.7861916412	489347.28713253856	340263.1595286901	325688.59714463196	281460.58438730787	542222.5950580973	547529.009491331	91872.68431683091	503468.5425396327	F44705	537.2787	120.74	121.66	122.32	15191.0	79811401.0	0.76	0.97	6245.0	57.0	1.0	False
8342	4301170.044488026	3836441.4902824988	3560730.4161311127	4620139.047405258	4095200.557058199	4299112.117031759	3866087.0127208047	4716576.758508583	4255989.12680317	3521250.7374608913	3769738.1808320098	5137221.196963917	3171290.5570429545	3639701.4258416966	4151036.804028469	3857042.073821714	5295467.221041936	2110859.195341545	4002127.4336141194	2164185.2140550395	3001622.777914671	3014114.26364244	3742249.1209198465	2284022.284937125	2987919.971709841	2489452.764866973	3024486.4851434487	1837321.912071126	3070811.9946669694	3364925.8769644937	3494351.6649482436	3284876.741955982	3075429.34793646	4133112.344050705	3385298.9456640473	3330672.171127019	3286706.5132299126	2622339.610286542	2131271.5744369277	1854613.2669528374	2237630.8886793223	2279473.062876686	3256010.3649883275	3899245.283458836	3952684.7879834333	4293739.570570838	4626845.503875875	3098746.0069371876	3342238.5888871565	3808483.6892308686	4162398.270658761	4181840.1628658813	3837387.5500857118	4380191.091531972	F44776	562.402	235.24	233.67	236.82	16019.0	206740894.0	1.0	0.99	756.0	57.0	1.0	False
8345	5149793.269593935	5275357.19268483	4357742.209209011	7307045.043911952	8368204.181854743	5970234.085106176	8532010.966053033	4648393.178888018	6684710.608620529	7278304.07509805	4004126.5469761137	8769042.020459522	3866366.734916405	6962585.525937134	7989946.819885287	6055369.242784237	7038248.456143875	4349782.090709274	7340573.238498509	4571473.67963661	6025911.70872975	10071343.9341356	7652612.253516422	8179143.102648111	5007405.381602509	5732931.230149347	5947407.41317985	4438195.876274387	2893097.7960686483	4710667.02704019	8947250.029532017	3906135.3821838326	7182395.330605804	6810818.680967296	6696973.019125989	4844760.07592411	3872847.448127937	5431992.3542130245	7394024.352054154	6127861.635740938	9597572.210152332	4897084.786805406	5289963.683519448	5726885.746465855	5307198.320066656	7907747.946477312	6670099.295512509	6017218.684671989	6409561.071768796	6850627.2761760065	4527984.715698613	3847925.6569124325	4057200.7109313076	9449742.718050387	F44781	619.2277	188.49	186.91	190.07	17733.0	388694871.0	1.0	0.99	3151.0	61.0	1.0	False
8371	3321604.9470003643	2942256.3792164973	4875130.715459438	4222763.793352803	3347778.052048816	3926788.815606014	4964977.1770573715	3540214.6762425043	0.0	5451336.48952823	4841468.022027692	4052986.9815235855	3340014.3663096684	5138044.289355795	4444294.384792777	4876280.692927899	4206902.393509711	3351120.8012053315	3938883.435614985	3906310.955069298	3820612.1130459593	4172312.985882937	0.0	3373652.083794348	3697026.521271159	3629054.3230785327	3165933.291083943	3294971.408406008	4957142.242350248	3294430.377164798	3340650.647869977	3435611.729689571	3659787.122327318	4578682.806733643	5223956.111031516	5010214.603318079	3228399.8874981566	4075949.603818768	4168516.7010072167	3193492.101791831	3887711.836630524	3748192.297400546	2709295.0892428923	3742437.409130043	5289441.561491611	3676797.899516346	4073761.563773334	4542021.000299669	76817.84652321093	0.0	4904242.865331112	4189715.1039857925	3684022.1776884757	3994894.9812343335	F44920	563.2267	282.42	280.84	283.99	16038.0	230262672.0	0.94	0.89	1038.0	58.0	0.9444444444444444	False
8400	2817001.155281173	5409724.8345805975	2240572.5175577435	11320991.206158953	0.0	3614301.139873865	2506601.4414146286	2056051.2897328993	0.0	2741197.9869937124	0.0	22598998.353008475	0.0	2321837.0076388307	9944420.391242266	2747016.1488437555	0.0	2682817.2002653615	4384746.305085032	2149042.10724482	1671193.895718407	3309232.2507051453	9025825.235583024	3122764.351679303	2368676.998688542	3505736.8290747814	5031879.85431241	2123477.402463921	2450711.5414393325	3376719.944668496	2203375.7390511106	1911220.2004669842	2176360.0874611763	2740312.290697853	1818272.3636848452	1654498.122464231	0.0	2770053.2119247303	1707893.7004125775	1284090.9008488213	0.0	1199438.5988740248	0.0	1534294.0882388698	7245961.797581446	2397579.526565395	3124657.2900497164	1522531.8527240423	3898563.7337520537	2288668.2352998415	3674280.5733834547	6596253.205120298	3301317.7058315454	3569660.831420032	F45004	620.4363	61.7	59.97	63.28	17771.0	201171850.0	0.89	0.97	9906.0	50.0	0.8518518518518519	False
8408	6514271.680523643	4033981.278931311	7554889.13050475	6302357.531759424	5345903.314120092	4997242.109948439	6961950.271531195	5305065.973346978	1839440.8352252955	6675154.484910968	4646872.390987528	6246955.110981062	2592331.60224786	6261419.246174588	4159507.252840358	4078909.8488248414	5284536.458895283	1660375.2231636124	5350147.913307752	4838842.573781151	4848789.213921402	7688313.06148638	4744883.665621963	2042343.1482357862	6210225.882641612	4946894.139975086	5480807.247043953	3271913.2229207894	4462591.354162954	5955565.116750077	8130250.242075148	7151500.854215886	7883665.248763883	7426724.374436107	6130381.756087946	7951102.226286793	8117594.334017276	5987715.589556949	6401105.828153243	5610639.459107267	7978584.9557794845	5994662.446792554	5877286.346217771	6869232.626389899	7478007.50529281	7071751.194032492	10618267.88075535	5469659.967921982	5559219.659889826	7421951.05994889	6584521.776645734	4755948.981821794	7124454.415921929	7051120.289630939	F45036	563.4661	319.44	317.86	320.9	16054.0	346751087.0	0.83	0.71	51.0	59.0	1.0	False
8434	1890754.0557045948	3667358.519098994	2825009.1956617413	2295010.9612257914	807713.499288223	0.0	0.0	0.0	1550830.430702264	0.0	1552046.402333481	808350.5916382939	1805142.524925458	2158120.3595778397	1058859.5067026182	2498370.5511888573	0.0	4587506.369206904	1797329.8518032022	5268738.402100671	3868421.4559075367	2058246.1044186992	2982721.917613862	5665521.171859244	2219204.20294948	2485968.80377403	4441212.658495527	5149709.021499829	3755452.396289629	2087960.6961548761	2006970.0552934632	2186741.578155202	2095120.042318897	2155845.807887349	3621803.2699353006	2103348.7345395586	2172806.487096644	3517288.443383831	2192178.4728229647	3588282.4587663426	1226499.5954952736	4058030.8023001906	0.0	2267387.347544909	2394561.3701789984	3612598.824629806	2335668.194251359	4474364.463081027	4528846.609253455	1948476.6350243208	1850120.7635325994	1060091.0421105116	1860543.4508494758	2642519.423880649	F45158	564.2955	83.94	82.37	85.56	16073.0	155349059.0	0.83	0.94	94.0	52.0	0.8888888888888888	False
8524	0.0	1375244.6751743788	1726851.9161126374	1875119.8307910988	2224050.3944642264	2008282.4366639943	0.0	0.0	1696976.5029319837	1915912.1958234063	1764427.28664476	985360.2911861045	1226963.0660081918	0.0	1180144.660834385	1678938.5529437002	1985272.6868994387	956550.0049683646	1649441.5754888875	1353684.9797951432	1607908.487488851	2021910.4493775303	829746.6334473682	708723.2318376071	2071848.6219704754	0.0	1278697.962497364	1519096.8430482296	1544928.4170101488	2018145.8657417311	1899319.302592587	1685996.9357199718	1743481.8919480392	1525642.7390107645	1141016.9430579606	1648514.7966926636	1774763.610909254	1321778.1047981456	0.0	852402.1809982136	1572439.2800928245	1373333.118821804	1619861.9566076868	1529892.7268952045	0.0	0.0	1395440.027369628	1565035.7136780717	741929.7674584212	2005766.3416121874	1623695.7996462984	1799208.824770451	1578704.6509619905	0.0	F45550	540.1698	196.01	194.4	197.59	15298.0	71078461.0	1.0	0.9	276.0	47.0	0.8333333333333334	False
8526	17429110.441657983	42313835.00351422	55817102.766660266	37885304.56318187	16841122.76042266	24264395.64357294	46656714.616161466	16926548.598008975	383409.92920618074	23356968.2331682	15117770.85056946	18495047.44672099	20415637.234662782	25841833.06933393	16355898.78893276	21610886.580427602	13184862.794376299	19776317.42587491	4617872.475947531	27821336.310408536	7123228.29412449	14125176.045210019	36312960.980567925	24743902.48127501	8034210.247911592	10429002.107774032	21637063.722375337	19024231.014169153	20990534.014511086	10057671.695584979	6875641.226588267	11163865.467597455	9742868.138956787	24118026.54151386	13648043.04492446	9404600.485116016	5044753.228268866	13735566.001902375	7334523.23303727	23551699.033209752	5111565.318796706	30762727.044964753	6467240.350373082	17443824.58838875	19777205.093003925	25038306.52208091	24806485.392843798	32017763.215227004	35193181.86974142	13894875.28442624	20937546.567019615	22329603.23389807	15413012.567690993	39546535.663150825	F45553	623.3252	283.6	282.02	285.17	17844.0	1247829535.0	0.83	0.91	629.0	61.0	1.0	False
8531	34866044.15825272	30324425.285876825	26396708.993559405	46463343.00506954	50588661.25163961	42042628.39894933	33218846.84657228	33593689.180633835	530138.3231161534	52995715.07916793	45946031.741971485	31718177.608236924	33793029.34460662	43085381.347775884	38948011.49878852	38264346.02443006	59680866.738206126	16873848.678744927	27375037.041348025	29698709.49711722	31255442.29916919	34699600.12562276	25337279.898022693	31833889.712777745	36245661.93426712	19893472.681557845	21706679.31287799	36831290.15307544	40621139.27821603	44575458.29997452	49691444.753909275	35873793.79347138	30789651.936574165	29218025.785758775	23960440.082330015	25311058.393705178	52581743.87077754	38985484.01917922	40426369.57752055	30340099.839760628	67338454.78735378	36316246.62352644	44631267.61129768	41990094.14776736	41574759.15397796	32715169.19708311	35805626.10041866	43990427.636696815	23571354.440914154	47862131.55067068	39758468.742041185	41309037.782020554	27445614.819718417	38133472.87156541	F45565	623.3853	287.26	285.68	288.84	17847.0	2120288868.0	0.71	0.97	1327.0	61.0	1.0	False
8551	2131413.137882956	2141569.1586592435	2115875.4230150315	2454491.641340609	3296390.066108175	2364717.604125349	2659207.3498146394	2032341.359415286	2305468.208467809	3077344.2231718265	2570189.9659045525	2527401.9933622023	2201884.1917473977	2387434.8496462908	2605962.8544801404	2452815.7135110763	2956474.9204461747	1604057.1719937704	2553994.406456833	1818492.8211880333	1974825.9210865714	2788887.3841654467	2316014.6032671095	1822526.0102589298	2551950.8072817884	1909195.793558143	1963278.2673331082	1692976.565467311	2141463.754595006	2224105.0776222525	2847402.1982808784	2660048.8601801624	2919303.9555935236	2041375.7009291402	2519741.9684315687	2400995.3703567125	2576106.518063127	2163759.6991940024	2655921.06692278	1776028.604346639	2398245.8182409005	1988329.5541064104	2796777.281263826	2407973.4379992946	2129995.156364382	1920059.0824459596	2655781.644214129	1951793.0705370212	1934781.1003658425	2289521.3823334277	2393221.752354654	2627732.6928452016	2241937.490342285	2367481.8081272924	F45667	540.4257	175.99	174.39	177.57	15312.0	138621549.0	0.79	0.92	853.0	59.0	1.0	False
8552	1967220.5562114338	1646875.7163089858	2134531.950479211	1968265.3574218017	1661442.6330952803	1638292.59313343	1645810.3293440316	1474680.1214732793	458587.21360645816	2199695.526017507	2465812.573138921	2304171.770002149	2500223.6425699973	3343539.280159742	3788014.8444773015	3074161.7380149234	2963614.8119356288	1221865.1995513611	1996825.3799266594	2006874.2092227926	1755928.6033651666	3079167.389944944	2167785.131148068	1697757.7078244106	1976035.030374468	2434088.572711342	2293491.3607005267	1722611.3544754616	2161878.5884794146	2115465.831782708	2879554.1824574172	3401074.888198404	3395224.8229928706	1646054.8314768113	2834516.3722961573	3103818.5641030944	3138499.416338536	2872956.3250388424	2592465.7747586262	1759221.6170043538	2721592.9936185377	2267345.0339437276	2885602.8960002083	3282352.221045562	2028978.594783964	3788710.092028887	4222008.062645983	3151941.9595165723	4099540.339818065	3776711.4961104095	1982241.5808242757	2346569.961780953	2055039.2017347985	2429773.332623553	F45668	540.4257	257.51	255.93	259.08	15312.0	146504000.0	0.84	0.98	5570.0	57.0	1.0	False
8571	5822042.321812201	14943196.612491984	20421237.953405596	13331479.18252853	5443369.300184796	8984698.726719232	16959659.74945768	5850520.468497105	62505.120049278674	8519344.219804995	5131412.252862903	6056830.526506392	6605673.3222807655	9312294.667505194	4784175.673276564	7423909.301239551	2531030.0255073425	7666535.624812678	0.0	10211166.128303275	2559014.8911569957	4684449.31301725	13565406.33623108	8988177.700668028	2745419.325734822	3801661.209526946	8004396.081537349	6903208.02683961	6587049.635803731	4095585.598045228	1943346.6219052032	3659489.9820892843	2702866.010930394	9317151.373673799	5274998.449021814	1907897.0278505052	820611.4266842876	4439625.780694149	0.0	7831066.905848839	1192525.7134240165	11088420.094485037	1804337.9094030315	6897618.467409397	7150292.749071374	7751844.624066037	9024989.221382443	11111800.305908168	12393271.993544608	3889731.1362076867	7139433.783155463	7968046.856538168	5083682.177068689	14470265.326886449	F45724	624.3286	283.6	282.02	285.17	17875.0	427994755.0	0.83	0.93	1390.0	58.0	0.9629629629629629	False
8574	14085273.886024365	12993544.521941053	9849491.28610545	18986204.55721195	21480110.666512854	17173737.75776488	14017008.718365515	13966084.673793342	99712.58603505339	21869781.74475682	18572448.008721	12375673.322553584	15128671.370915927	17872383.20889776	16298720.875291059	15426491.97397116	23403929.143306304	6964142.096278248	11424507.630880548	12491889.979374435	13186384.024375008	13623440.36192626	10977602.937564682	13387623.320259504	14916346.424681483	8096852.497403697	9279662.1711327	14801992.594242048	16445706.697237447	18651407.363450002	20237958.432437766	14716288.232337248	12180817.850867	11755055.911580427	9788152.916802004	10694221.826334413	21324948.83463123	16359199.990970228	16158495.067224283	12615036.92004902	28682468.292279627	14906294.594280342	19656232.82438127	16899077.562574435	17066436.318112746	13741705.355598753	14204294.803100063	18814091.872297272	9757148.26668287	19599738.564367414	16804352.550094135	17107188.280923687	11147916.195985606	16118069.627592402	F45731	624.3889	287.52	285.95	289.1	17878.0	870429411.0	0.76	0.98	451.0	61.0	1.0	False
8576	1888448.517649326	2215688.543502646	2434748.7919108933	2302788.783922849	2388318.8531005825	2269685.4798369533	2547806.775080677	2245713.0550058116	0.0	2062633.1544537852	2154322.968269285	2533988.30870099	1790476.3445625114	2747912.2645167946	2403093.6027397905	2156789.8609764483	2616445.119792043	1898004.1452204194	2197101.326594206	2202382.550542066	2106445.5962486174	2225925.1626683283	2441678.74567757	2115713.9569924166	2394550.6462168917	1830849.3664887543	2293921.5619464326	1893305.4913808443	1921539.8127951608	2272349.6212254865	2546783.561031726	2049801.045970258	2504852.193233559	2278548.9895980423	2595701.9314459325	2647369.688221647	2730979.0808421494	2837334.352149261	2486594.0327930283	2027226.1130185614	2775905.879469011	1941070.7675692672	1952472.3520974112	2569847.642129018	2940491.9060302004	2607903.1136090197	2918990.333880741	2188821.3266016073	2339841.945155351	2022866.691898051	2401861.196818856	2422224.4931411934	2240439.8533547185	2782002.926390728	F45737	624.4171	288.31	286.87	289.75	17879.0	137589596.0	0.85	0.91	546.0	58.0	0.9814814814814815	False
8592	3580663.3075780743	2732166.7458389495	3298798.060407352	3524984.5846003885	3152002.2350976467	2156714.7664724872	2651359.1186397	2774487.280077132	2613305.2301474335	4975128.732986846	5436717.547335397	2857098.057317022	5006441.203379267	3766731.7263054163	4036183.1638335832	5752162.609998232	6284610.816940776	0.0	3765546.4577871608	3402267.041772493	1586197.4020849047	6798195.618960155	0.0	0.0	0.0	2956728.1762172943	3914408.218001986	2575373.619320467	4114413.1414162978	3586552.0393086057	2438777.1739298804	6671367.105215323	6953034.667773237	0.0	3172839.81320073	4427539.262981717	5993192.321332842	3499893.999046855	3277859.2958181174	3932883.168892842	7384265.986905132	4755721.368875549	6567779.5690727495	2445179.2341204123	2128282.710636548	3268112.9885376086	4741143.407008605	5852617.54616465	2344274.8092484525	4165590.6700334484	2512423.4244410484	3465108.605966739	2302156.470410537	0.0	F45820	540.8884	20.57	19.65	22.01	15324.0	196835942.0	1.0	0.83	4933.0	51.0	0.8888888888888888	False
8595	2124940.644230237	2468483.09572848	2753906.1025361163	3227720.438897838	1262361.306937219	1011517.1756372772	2682451.003677966	2371387.8240798507	1516172.2890189702	1074154.3957022128	674442.5791484991	2626888.8475133134	0.0	522919.4317399454	716242.154534829	0.0	939449.2983995448	260758.23115039512	465500.98131818895	0.0	171814.65665061268	664722.3737792363	2449290.0526852966	542709.2206076271	0.0	401206.2845479688	352805.7402794811	0.0	188865.69197787408	590992.2452885249	342642.7689637149	583607.2092497738	1020049.5178948431	2444113.0860806336	1169013.891046213	625589.0769406474	625238.0582452458	1160520.7373403276	1951359.5671266466	1545382.946455852	1123567.170165042	859519.3401165325	1440790.2784964961	0.0	3019744.178096123	885229.0960221676	708686.7692763254	738532.6700147619	1191723.1332355135	628254.9815585733	1635897.6765709526	2556651.610481903	1934119.346443204	2833198.1098906337	F45823	690.4701	198.37	196.8	199.82	19704.0	88203273.0	0.87	0.89	37.0	53.0	0.8888888888888888	False
