	Pellets_1_Rppos	Pellets_10_Rppos	Pellets_11_Rppos	Pellets_12_Rppos	Pellets_13_Rppos	Pellets_14_Rppos	Pellets_15_Rppos	Pellets_16_Rppos	Pellets_17_Rppos	Pellets_18_Rppos	Pellets_19_Rppos	Pellets_2_Rppos	Pellets_20_Rppos	Pellets_21_Rppos	Pellets_22_Rppos	Pellets_23_Rppos	Pellets_24_Rppos	Pellets_25_Rppos	Pellets_26_Rppos	Pellets_27_Rppos	Pellets_28_Rppos	Pellets_29_Rppos	Pellets_3_Rppos	Pellets_30_Rppos	Pellets_31_Rppos	Pellets_32_Rppos	Pellets_33_Rppos	Pellets_34_Rppos	Pellets_35_Rppos	Pellets_36_Rppos	Pellets_37_Rppos	Pellets_38_Rppos	Pellets_39_Rppos	Pellets_4_Rppos	Pellets_40_Rppos	Pellets_41_Rppos	Pellets_42_Rppos	Pellets_43_Rppos	Pellets_44_Rppos	Pellets_45_Rppos	Pellets_46_Rppos	Pellets_47_Rppos	Pellets_48_Rppos	Pellets_49_Rppos	Pellets_5_Rppos	Pellets_50_Rppos	Pellets_51_Rppos	Pellets_52_Rppos	Pellets_53_Rppos	Pellets_54_Rppos	Pellets_6_Rppos	Pellets_7_Rppos	Pellets_8_Rppos	Pellets_9_Rppos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
6306	17660370.337401524	17739549.207703102	20532155.122445602	18550553.383455906	16709694.247625073	17092547.52054902	19786638.410619367	17369762.489021976	0.0	20342375.86570807	15944443.10357493	21708144.75744389	18234840.925693903	20188741.486360453	0.0	15313378.5665378	13516403.304217637	13096900.260556892	20253093.076581184	13236128.32899435	14545623.808477735	19180770.53926288	0.0	13816343.92754086	18206246.66235886	12669042.587112818	16641656.258875832	13739975.683980262	17588663.194240075	15662893.758079588	20867644.263739552	19526392.260980997	21313805.645256937	16617299.81576513	23133650.607427675	18948735.93863592	20155440.77069155	20248594.794006497	18859725.484583598	0.0	17590878.36577955	16430489.642893462	20307439.428315584	20621908.538929448	19321483.466695283	15896747.835039824	21831033.885493316	17274008.796638295	20387237.698896207	18233753.52209277	18936303.613874182	16907387.745567866	0.0	0.0	F37092	406.2122	30.74	29.12	32.32	11033.0	947119285.0	1.0	1.0	57215.0	55.0	0.8888888888888888	False
6309	0.0	4726276.401117117	4339150.8327580765	3685829.701140461	3883684.4250078867	3649073.660320893	4987585.891634665	3823861.76149951	3972106.1963789854	4643513.005617094	4489674.254165864	5490360.38583077	3226881.7529232264	4743461.555780565	4851866.785263486	4217593.200750406	5124162.546012794	2781701.829399503	4065852.966459607	3270506.9699969776	4445016.826941829	4826494.746217798	4825607.431290453	0.0	4785643.174992358	5051401.221151862	4390681.71585653	5808882.941461879	4073039.104959634	4483383.325628234	7389982.9671756085	6380314.010794169	6846947.765210146	4983133.447502174	7669731.060264959	6464157.854196968	7221127.359693916	0.0	5046027.341748788	3749517.040491391	6048651.189820942	4584000.765053073	6581032.5587614095	5641395.739178729	6217227.98465175	5698448.16970218	6232264.89432055	5058021.076685709	5548516.137210105	6454935.395855659	5300904.698749361	5254674.448040343	3518656.8993567703	5371122.670009368	F37106	406.2433	27.94	26.37	29.52	11037.0	280435618.0	0.93	0.99	981.0	56.0	0.9444444444444444	False
6310	0.0	4172560.3347609313	4318804.268562283	3911510.696316193	6380590.706183063	3350060.7044812026	5280362.862417234	3942524.5476027355	3604473.406284541	4817028.526320498	4069133.6419291496	6201321.119008234	1834751.5128323294	3513940.793052425	4487653.698650165	2525182.6255982807	5144788.899204549	570383.9521259945	2684274.489370132	2163474.031880152	3234346.0065772776	5040324.262881786	3721424.8776892824	0.0	4752333.612594598	3222875.539979426	2632982.9920506366	2413804.1858601943	1861441.509656901	3120682.163337645	7141479.038950009	7060243.939421059	7041039.912121378	3363834.4218654544	6899218.522649701	4671363.471882115	7215981.29601295	0.0	5928577.352237097	2391627.2587800156	6385002.304526345	3102718.3770970767	7336791.658529313	3622200.772607965	5318961.075185238	5819597.750307297	6466798.86413668	3519607.5145355323	4635309.672637192	6981568.199758334	6874455.129425784	7996405.468636149	3327712.662021509	3068371.543313165	F37107	406.2433	33.89	32.32	35.07	11037.0	240064232.0	1.0	0.93	291.0	54.0	0.9444444444444444	False
6311	0.0	4223382.376524254	3340826.2983688493	3395926.021110773	3746478.820738239	3447171.6893651243	4093362.4171575867	2851084.0607781406	3093166.077198702	4371504.477704781	3893937.9610148324	6629875.433370658	2298481.415390853	3189598.7753809765	3671211.9138780585	2850452.4273356576	6016623.877090832	458820.27398346097	2373230.9989727545	808269.6678890971	2125279.7439292935	5517403.850699118	3259218.7455112957	234362.2527450415	2759895.9420517655	2593750.667358834	2926795.3948128032	1171687.4625522313	3135903.3683809773	3380750.389786082	5468187.350914341	5205670.2656008005	5909161.086337863	1785996.8570032592	4451220.866653789	2512446.7235113243	7837838.018958942	348638.3674624311	5778378.1043773405	1317907.4559074098	5132797.000132459	3442390.2121197428	6574734.5568238925	4214794.103531063	3893519.83242769	4105506.1621924103	5538485.264599949	2285917.615659418	1592313.250176617	7304983.666403874	6306252.869339491	6230759.302869375	2723649.9193886286	3985102.827253727	F37108	406.2433	36.39	35.07	37.96	11037.0	203323124.0	0.96	0.97	242.0	58.0	0.9814814814814815	False
6326	4689175.828415213	3393804.162449283	3286382.416570042	3998985.5181489163	4243231.048521039	4289041.846980961	4200093.697142007	3395311.7535295077	165881.66520607573	5913811.450271023	8946099.262540158	5232961.176832868	10973669.859458176	13676787.721807009	16268619.406444127	13994083.468945	12758836.716287041	0.0	1987347.2382203192	4240192.739327311	0.0	5788988.885407108	4543575.5731142275	1321686.403282611	1890908.8822551332	2296823.4827243066	3006118.8393563037	0.0	1381389.9822794169	0.0	3359589.2773586432	6325667.730347445	5552541.572311078	2638843.8621371896	1817821.1625368083	2560285.824656512	2733651.053191902	15316353.628550781	43327968.05378647	26201928.041495033	16343380.100134317	25689220.60337517	20169860.935271513	14473854.477871973	2709553.834110688	14839449.987444375	19115189.929435384	10873943.455404801	15390474.307507798	18767183.445053533	3002191.878281046	5170787.708485607	4452945.014884529	5473244.720397337	F37150	509.4753	274.9	273.32	276.59	14313.0	483062543.0	0.76	0.98	165.0	53.0	0.9259259259259259	False
6339	37532213.18674458	46106578.502724886	33103835.63647552	38846582.66423321	47871680.75005586	41370372.64565126	43176619.809405975	42999181.30869454	44792444.80076525	51399162.07986883	50794017.52109075	32201593.685536563	41064122.435051516	50742059.14890315	42453203.76035106	40471367.09540849	54882938.73836978	0.0	42446090.79332013	0.0	46911476.50593029	43067488.14085208	39100614.6137075	41142757.1653312	38709709.834192745	34919057.307336204	0.0	44204995.710447885	44379933.49339493	0.0	54558853.64260805	44949759.932462454	39819503.594511084	35249103.959893785	0.0	41587461.86715227	44957220.432605214	33142305.098537337	38083451.17246508	29230917.695883065	34538064.92676872	41753605.02451357	40232272.97345867	36239670.95072575	45319958.66119584	37370208.04031699	0.0	48674261.53234026	37382205.465717174	48024182.72503438	54562645.92525685	36434960.37897751	29598677.58686671	38012939.81407986	F37196	463.2771	34.94	33.37	36.52	12941.0	1431037816.0	1.0	0.94	1614.0	54.0	0.8888888888888888	False
6354	2509965.4994601323	2917239.2113413415	3126361.804010872	2847287.739735288	0.0	1547417.137981129	1869688.4376009542	0.0	0.0	0.0	1918385.307998296	3368808.7275281223	1494558.3695276908	1653541.1235262696	2044601.549950216	1573538.842814602	0.0	1384004.725163151	1631197.2164395647	2137484.284289979	1569381.7146330436	2117546.93192997	3207177.897558848	1744583.2321977315	2031653.6205409197	1988639.037701991	2191446.0318336417	2449934.5108594066	2009262.8106613075	2135052.9337132853	4945875.667779346	3513630.2462359215	3836421.4345740294	2374607.71443046	5491058.865924999	4070867.820788569	3948265.5745681333	2629814.7461056556	3424837.404565166	2591582.7083772006	3045732.832619083	2992363.9786233134	3692847.0288731544	4593132.772914819	3576105.4682978056	3668094.982373608	3867871.7216127603	3833277.9120415933	4077404.066578708	4038223.403757457	3559728.670890175	3431740.722085049	2326871.959284898	3578568.5689727543	F37271	407.2044	41.79	40.19	43.37	11064.0	158242206.0	0.77	0.97	2548.0	52.0	0.9074074074074074	False
6399	4386388.9937239885	3451228.868543102	4086208.3444588096	4270460.2101948345	3801425.464479252	4095061.8498532856	2884580.0563909383	3464878.873991709	3651053.584200187	3678449.645524266	2864989.009062624	3015483.102380387	3249593.8324357746	2460313.178537569	2910053.111224435	3523428.946882051	4093705.991481587	492628.1614008375	1464001.8834839757	2046746.6957137473	1177723.6998675566	2528840.8106513317	2925098.4687138237	0.0	0.0	0.0	1660637.887152378	0.0	0.0	0.0	2334928.6359356656	2414840.962925726	2242064.504701535	2556951.7620376837	1215238.6994356064	1594456.6123986011	1178454.3689357536	2995313.479122197	4287314.148853784	2613339.2658506343	2167168.944481865	3597248.4618211505	3093621.5956065888	4031099.6082259044	1420406.7764722505	2442088.907919824	4185365.16859586	2759137.9489613543	2123726.147593902	3618885.5298326598	3437904.2917428757	4234116.2990594	4305405.378711655	3286431.6123462557	F37432	464.2188	193.48	191.9	195.06	12965.0	152303870.0	1.0	0.95	8033.0	53.0	0.8888888888888888	False
6402	6636196.064515237	6118420.183506361	6191532.220537856	6025762.190070492	4013109.6018334446	4070190.218608937	4607396.119144725	4639374.236757658	4401212.819272184	5147108.655600232	4294838.455731636	6309261.126124846	0.0	6030291.086957414	5876341.915484159	4754425.028056065	4402281.607722439	4129846.4890948753	5631694.280994157	4701439.329303773	4825381.935865424	5521667.27937543	5416997.203513531	4356072.901895173	5779465.066523299	4264422.4351751	4934358.720029529	4227985.002470326	5817070.36954966	5143038.095285079	7135256.534570083	0.0	7774639.111025107	0.0	9153363.682454944	8148742.547295179	7357613.18853391	6938268.613872912	7050044.781963926	5538924.569964664	7413456.223810488	5343595.896896715	7912845.8817897905	6853066.594444074	6916795.3201500345	6254534.298734075	8683504.938107599	6295150.4957264615	6935418.514866302	6857157.332155367	5772024.177293031	5839416.266887735	5676734.779838429	112587.33315089771	F37447	408.2229	26.37	24.64	27.94	11094.0	320821396.0	0.88	0.99	738.0	54.0	0.9444444444444444	False
6403	9473243.018715478	11053421.79865706	8328202.485615927	7819206.321372752	6688507.517939383	5534185.710809883	8915130.575248476	6604175.4691073485	7395346.426596738	9457673.763655405	12424638.76677332	13868823.347477185	6156730.130499758	11884490.485017503	11077337.674677152	7391280.472457029	11562233.330279816	5908058.769768449	9092347.195581112	8550042.167819036	12886812.38993225	12211265.68291012	10266882.508589305	12037193.301238215	11099037.724990368	11523367.796071824	11519890.899801502	13618865.397476654	8968916.683853403	10134752.251533266	22797968.519801848	17491435.381935652	20216636.085076906	10369415.933893465	23527254.51371121	18231547.262032304	18400731.417392176	11158593.581044333	13445254.758045454	7992606.076505035	16424348.827252874	11266226.468998952	18662080.758468404	13025218.666377403	16431115.405814163	15302430.813600369	13130408.244011473	13863954.92919898	14945991.684002321	17318118.923865154	15307725.504197698	12345584.363930382	5985187.090595881	5231524.174665642	F37450	464.2277	27.15	25.43	28.73	12966.0	716838572.0	1.0	0.96	42482.0	59.0	1.0	False
6404	26697517.711839482	30477764.45199788	23258420.664512143	16787417.933279965	48677045.99339212	35605110.42786611	26044261.874141343	41732285.68764126	29411167.745004646	42772263.8352382	5025565.979160364	13384421.467718896	3682058.935818427	5952454.204482188	8842457.15279007	6919069.622985933	5549402.834356552	2638034.5923382584	2690738.887124297	4098298.0990370614	0.0	4486001.777441986	23272492.58338736	1863055.1616841604	1654165.7772670072	3562638.9154569576	3800992.652502047	1691341.3965006205	2759738.556538032	1222951.754072221	875052.71286698	3051742.7542152037	3554480.8640223434	13316581.697089262	3831213.0485143755	2305091.233913084	4024042.4326793663	1923912.0978737378	3448745.223475677	5115816.062834874	2157711.2438858487	5971567.574109737	4366882.757096804	4523027.256901946	12201451.611239063	6195084.446203827	3995542.7842413904	5494111.088254445	8210066.076938665	6092108.900713421	13340363.601879088	20890500.250407323	33663446.2014511	2191149.179290537	F37451	364.9947	24.51	22.93	26.23	9504.0	634530674.0	1.0	0.99	44811.0	60.0	0.9814814814814815	False
6411	15542760.751594698	17070299.17512416	15125725.673206545	12915165.550893543	12276202.283529479	11900329.117428392	16353134.791473713	12252997.1313124	13312627.072601741	15607253.909453055	17096624.733078506	19710105.48534732	10318604.839450605	15194032.65114532	16398689.71869964	12372931.660779558	18652080.306037877	8508950.685357427	14539592.874609726	12339440.647932973	16835848.583681397	17315465.747204445	17338721.299445543	15416039.926042987	16710368.993195513	17094425.27828711	15618168.546604171	22069920.6832977	14728799.106564457	14911721.518818969	28850841.87628789	25831571.67565534	26007936.031747356	15086341.850933114	29136585.521158464	24580184.983671308	27836631.083699312	17222349.006150708	20020737.516673595	12743870.854223242	23218828.391637463	18387738.509979207	26097261.706259	20093199.82246094	22425559.610865112	21029059.968196683	22807993.445274774	18676110.989220712	21033927.50051505	27181158.496148378	22555233.945416596	19916159.762831006	11358977.316756133	19766981.08921885	F37476	408.2589	28.2	26.63	29.78	11100.0	1068401323.0	1.0	0.99	39140.0	61.0	1.0	False
6414	50348120.03734252	54151848.563195996	46550256.9919962	49475059.7810219	59914709.49054392	46800048.269062884	55360619.22892613	44834346.88545509	57625731.115144655	67327591.90998949	54879262.74976364	66015208.67372385	84424971.67880312	83788781.7584961	101358777.11135893	102601646.77249652	63771713.25837742	7308677.675934546	13512569.33512246	25115758.99274594	6195631.174776123	32999754.06769261	52724235.00698816	6661290.620561218	11685957.886008138	13323656.705103075	19842980.24134367	10259985.137298709	19660970.955585152	14149055.630750263	25682939.54105181	40312479.4041854	33749336.07130354	23541423.657355268	26734075.101195563	32964827.345022157	36739181.23069773	76620605.40761621	93582295.27217524	61463833.725611694	46649596.948414326	88494482.49354738	61890735.76344622	50957686.4382997	19664571.214471348	77797475.60489155	84237726.14362885	64913405.17346735	125538002.22299473	102023278.34292853	26952208.050379634	55175368.1887238	48403297.81470785	70629718.43725015	F37483	408.2924	110.16	108.58	111.78	11104.0	2164674025.0	0.78	0.99	510.0	57.0	1.0	False
6415	5049505.945806783	6300942.919664254	4924644.5131217195	4321475.150452328	4620287.133893892	4338545.240939405	6242319.200731085	3852424.691123646	3793333.4405413577	6114209.120059027	5792822.534355843	6289875.8776095435	4062175.3090635617	6175643.714447945	5858351.033156274	4213792.263055619	4688523.723720612	2366762.9778249385	4881916.504875868	4370889.153156655	5837745.35772102	6135012.910712952	6200095.307280849	5240046.73610628	6078989.36336917	4799223.389714503	5767127.420700462	7143609.1864895215	5442188.856483805	5887273.389130912	9010986.5195354	7554161.000537398	8788682.165196868	5616481.28099733	8978598.16029046	7725943.125412262	7984914.532487085	5549215.2702732505	7286808.076382865	2355894.0922395834	7024981.89001427	5983733.143195566	8184013.378161395	6264193.437664516	8151432.330376384	7246813.600810358	7197788.436091912	5833621.497228912	7191144.007558928	8044594.599386433	7456531.852905615	6827190.857352951	3255541.2489615753	787143.7094316967	F37486	464.2847	30.61	28.99	32.05	12972.0	351519750.0	0.71	0.93	789.0	59.0	1.0	False
6456	3088169.4747341834	2593040.0467812354	2721753.591298595	3047690.8111455804	3446322.0721467505	3105011.8556186953	3105789.0876491447	2875974.8325977293	0.0	3933608.9752584286	6043996.885863619	3334399.684555154	9370564.96002298	10091560.896149322	13802676.446797121	12587560.226062372	12633563.504128814	0.0	0.0	3059768.2930149953	0.0	5238786.472688659	3031102.7514946135	1078494.830606339	0.0	1618127.178982763	2062425.4915104937	0.0	0.0	0.0	1829814.7299438498	2975931.7517202194	2820533.430900075	1965379.1909367158	1517337.8474330152	1602235.6235273227	2089761.2624506366	7027024.04887885	29831860.255797677	19045655.643129937	10608137.467031164	14666814.01452712	13405233.690892346	17835438.298803512	2001630.0117696412	13626043.370511843	20509697.987438183	6027683.244643674	9328329.317801848	9546408.754824387	2671267.1630227305	2993594.6232271725	2667374.7764353626	3425020.4145164993	F37704	464.4457	272.27	270.7	273.85	12986.0	346172093.0	0.78	0.97	298.0	49.0	0.8518518518518519	False
6457	0.0	637608.6322324573	0.0	724814.3126043379	901132.084850357	786779.299779439	931655.2123864029	982045.3030881725	0.0	1675737.3085371053	1437394.3482405595	0.0	894624.1587349054	954433.7106572381	883811.5117951011	1077228.859621085	1609719.1645238684	818757.2618812426	906662.6592925913	1022952.3351300627	592706.9444528465	1481666.1959872327	0.0	596848.2961122674	1275945.2493700692	817948.1995148849	1461534.3771952237	904537.7022731222	970198.0696440339	1177229.2586126735	1118244.0778188377	1514813.748671605	1404886.3814642613	744148.4860298707	710889.885542271	988453.0795777228	1367289.5633704208	739934.1876189327	542563.8490485054	514694.2321791699	1559078.908129254	984096.337416354	1652102.969044297	622025.2808570734	536096.6100739129	642390.8297209115	1104887.3783317825	1339675.091203949	699152.1381335336	1257650.9563484227	692330.2138855797	1064776.406094673	619026.5724859255	0.0	F37705	510.8556	20.17	19.39	21.75	14361.0	50330416.0	1.0	0.97	7247.0	51.0	0.8888888888888888	False
6459	19221339.32915961	15989877.85669607	23926510.271218296	30084105.59218383	13297349.975420646	16150772.120082807	18234370.856089767	19193089.010164905	18192344.95180705	23363898.90863244	13882591.015075391	21001302.12123176	7490757.795088786	13007663.923041994	15180067.552999992	8631817.682946527	22479202.732965793	9157868.724792484	8087596.7183189085	21726084.05889352	12411541.7364218	10647201.418857021	11731650.731681546	6656570.007262639	16410244.177254062	7848399.926815662	16205585.33300754	11408644.81469017	13696552.07931738	16602433.897158125	15173692.731157897	17960819.06124741	17574302.86731353	17914284.087474983	12066687.912834533	15057315.827906888	21194399.43634742	10707372.744451609	16030589.240864716	13170163.89609779	11028275.786623022	15979405.459634325	25343305.919276085	5040256.144439776	11875020.967608979	12646483.241270723	19746382.298652463	17616472.376867678	10218213.111469233	18267647.671659738	21497883.824480936	25018343.58415119	18159249.75497165	13762558.292977396	F37711	408.9185	20.44	19.25	22.01	11119.0	937599640.0	1.0	0.89	21374.0	61.0	1.0	False
6466	76185805.08605683	64065962.3924808	67832471.41984077	67137285.8608172	45633306.63066839	43094564.473989196	47391210.050247125	43587371.18846158	43070662.95007578	62246843.12990032	42030660.9853882	82088693.8387518	59977145.52149483	57272366.01428943	60402555.90304597	56324848.532107756	37234392.27366588	39615376.032190636	57743265.62948904	47557137.44385887	40364744.28470719	50008711.23774363	60659445.57556773	35503294.01884351	50206958.44389637	44433845.93129237	48975110.98129919	36612581.9279763	53517276.8411779	51431750.69494966	63802352.61633286	73505318.14307092	76601173.29956669	72699304.42736217	73600202.65446587	71484069.02972227	75787083.1210563	80919404.54733078	75305862.00284241	64175489.84454202	81320993.21644633	60526605.32562045	77094272.15612954	75409314.56473236	60570895.668746635	68975198.4324021	92054332.40609057	66975726.48501714	77207027.02855398	63819363.53134374	53842435.80515903	59520915.22746164	68499631.73575719	73591134.49155785	F37728	409.1614	30.87	29.25	32.45	11124.0	1415739902.0	1.0	0.99	6248.0	61.0	1.0	False
6483	2570108.0128131104	3270798.242045958	2690141.736230681	2415086.717379261	1794356.46551126	1137556.515680703	3198726.6031441693	1865576.370132279	2151749.731792969	2446261.4397612535	3493716.1536214324	3901670.8412871333	1453874.4148395038	3239278.6180453734	3089059.7678092937	2161555.8923133253	3510193.087434198	1576826.192896302	2846558.9971254137	1818247.1562565328	3233806.1858184086	3216513.6826690594	3456237.427406311	2944324.2358020335	2806746.696790662	3309563.2609000774	2762639.0971774072	4198142.938522735	2704508.3207953484	2687404.5863264077	5880714.474942643	4552720.816636548	5070052.684683917	2784354.1793071977	5810582.536486177	5021179.2860076595	5168430.0220549805	3219678.697162375	3912614.136756383	2465541.7972319913	4391211.769901909	2992729.995113798	5326357.299391839	3809457.309313778	4323019.134693709	3853988.921811198	4432261.662896967	3773979.37090108	4009821.470446234	4819141.824842433	3847906.275661557	3397755.15356236	2099498.0605134345	2507965.6547999885	F37764	409.2623	28.34	26.76	29.91	11134.0	197334832.0	1.0	0.99	13311.0	57.0	1.0	False
6485	5926020.757789925	3289015.8190873647	3042603.8558649807	5504147.240938555	3732232.734629667	3480468.176707131	6447403.530120952	6421030.723301427	4128200.6344133304	4557419.211320873	3420112.352571953	8277500.291094867	2988810.47324787	3505031.279856043	3511828.813384421	4127145.390241246	3759346.178495856	4650762.608733015	4812759.175940269	2819216.0403786125	2678492.2100856844	1852555.1423631876	3133255.2738156277	3388841.100348247	4195461.220083639	6652855.21372131	2768706.174007532	3736638.37669572	5209485.355691681	4425954.997385164	3967446.400845364	2958185.8348761955	2245908.918226734	3578807.089495844	1856229.0359076269	2627546.42207976	4734865.767241346	4846113.830832495	4581545.971833462	7065282.920515842	5553906.731654138	2491389.7853849493	2504030.066382934	3726281.513898505	4032863.7849512645	2681513.3568825196	5017277.29903114	3127124.892441123	3364933.7031075642	5009094.336419025	2226760.4167288532	4264151.483754377	6851441.104813449	4920369.460136384	F37777	409.2803	37.04	35.99	38.62	11136.0	242035630.0	1.0	0.9	23916.0	60.0	1.0	False
6486	1553841.5738464352	740974.4160446861	899914.4150857076	1343446.5773760518	931777.7795990568	1119083.4826863497	1533048.7161405091	1479824.2064594307	912842.5762403483	966467.5776654851	793827.2175155166	2067575.8801692706	674868.5623029751	946558.5944247142	1022475.295593502	1128058.4679773457	513626.5716501773	1231592.8995638373	977674.5200610192	590857.9836916785	544606.928874955	317990.5989949577	720721.2472696651	1154253.2751770767	854777.340855502	1682196.9649465303	598968.4865249239	1013016.1933563012	1145826.5296957726	1050132.1077415356	1023645.3271609502	540362.8893147013	441844.650093805	925261.7901879274	163744.39301529195	746257.5612255528	1061113.2393397193	912111.1547956709	1039559.9675177453	1416237.9580193954	1247364.2044150492	510856.63848144916	301712.8057685629	850953.8499991092	1180568.5982220613	830665.9453699907	1029713.6147732926	698423.5797156044	1017030.2839758787	885244.4825184506	475790.03852173034	1058785.725961502	1433249.3456922679	1282810.5024040043	F37778	409.2803	41.01	39.8	42.45	11136.0	58472455.0	0.8	0.88	3879.0	60.0	1.0	False
6491	13367116.68989333	13996340.226022588	11371418.955486039	12415282.0609676	15020516.738947563	12410647.311431753	13619807.025004882	10770612.077962955	14753858.784315651	17364219.69506281	13732002.842469813	17070158.673718568	22151759.302025683	22073092.111306008	26850549.311710987	26108155.456456766	16029962.688067064	1436941.6518291398	2375664.617969948	6344287.955101158	1123348.9450005367	8837118.017922198	14022112.567239542	1235660.8580852128	3076160.3502671495	2834109.511378127	5229081.980985189	3064407.977992879	4591301.2818632955	2467354.047562275	6318747.390870107	10563170.918386221	9620036.0134744	6308263.699969341	6355367.131493169	8277441.5172446	9393501.054387437	20290369.98395981	23590158.70732984	16119189.617248012	12219174.677658547	23256686.952208385	15502976.933724057	12316598.476375857	4705235.956964442	20282716.083446003	21016572.417106118	17189433.384872206	31409247.8504475	26985661.04843145	6986920.716789759	14434549.699456748	12328380.182776464	18335588.62693039	F37787	409.2958	110.42	108.85	112.04	11139.0	747391490.0	0.76	0.98	2513.0	57.0	1.0	False
6508	2409747.7613754906	2965501.208562376	2156058.0397356753	2168490.7845602566	1594775.0738737131	1422484.5597527302	2531719.1731706206	1815348.1808551282	1660907.0090847183	2328423.0045443308	3381403.5872688997	3642507.9120745105	1618369.7800541185	3156887.212278225	2702769.3461368396	1963631.1033139091	3377913.040836073	1345540.4887269626	2626351.2438650746	2199439.0218157154	3363140.198503103	3124462.227777718	2867453.795976937	3388487.8209005985	3065025.0837897137	3222829.3169741454	2954121.140617582	3788569.5006339047	2910891.595530092	2645961.4845100828	6238745.017570529	4669988.732434403	5093865.21729006	2378934.2964392193	6532176.378414906	4702720.1853863355	5213332.812478299	3022001.6811374356	3619408.178639695	2093428.2298554415	4496045.523949103	3148165.851258232	5022813.995218415	3273276.8207438956	4435198.962365255	4191172.896111822	3475027.5133719607	3518924.919574524	3322017.941193885	4630804.161609559	4167613.538722399	3352240.1891447916	1661004.8194378365	2083188.6716170136	F37865	465.2309	27.42	25.84	28.99	13002.0	189433709.0	1.0	0.91	10820.0	57.0	1.0	False
6509	329766.64420172735	419720.70932609204	527473.2996586934	502357.6679770705	448451.9756846855	435340.3413100647	172133.20644224904	296987.5301695453	417785.8004566801	66146.558757067	605517.753579798	142063.6210931851	830737.1112879334	444584.2121477743	593850.7494886519	946117.1609459895	922530.9690228115	464098.45444032026	565075.9532421638	636563.2321251106	534744.8188571548	596355.128706901	159188.2904972828	117644.72232693498	793124.0470426594	196546.48598002028	585615.4293346067	378740.1391197418	619026.8372043842	710369.8910334861	669748.4856258146	624462.3771777137	711773.4462927624	571660.5086488787	583777.69791115	642012.5252372881	426444.00974303036	772242.5114855417	881094.4690175934	727221.1588873994	337927.9301270813	606671.9063856355	701308.5686282543	1132925.8176651706	227953.92905355693	650093.544724863	1080162.3293618297	608505.9143310679	219228.33848351092	992705.6774480635	396816.72178609367	324182.20648795593	314226.0954595195	238641.91645366073	F37867	465.2309	160.94	159.49	162.51	13002.0	30293820.0	0.78	0.95	343.0	57.0	1.0	False
6522	3401742.0933146817	0.0	4291516.690448044	4594300.367022694	1583228.5275343077	0.0	0.0	3311497.9335489594	1911950.9974259415	4211911.053760467	1869339.6951677033	3887909.2039522566	0.0	1952656.5618833483	2430987.338080809	862955.9081750739	3925698.871822134	942310.3336467742	847248.1086707037	3927077.652594087	1713049.8641573398	1233886.151312272	1559192.3413746404	0.0	2270404.8716499475	1024553.2815084636	2093803.6268291788	1971923.4940773714	1823143.1562865707	1332912.4228875083	1881989.809004604	2716968.40093218	3602560.2480495456	2391425.625428439	1360897.5851794886	1765036.898104184	3302273.1533550187	1270552.7694566678	2607373.3520306884	1521489.9562436615	963479.9737000575	2622246.2264376073	4674168.614939572	0.0	1735060.475894343	1398246.2892508588	2736408.466518047	2876166.0108806184	1373430.5937554121	3233540.525289921	2938270.8002461246	4450704.082498117	3124394.1095048864	1911587.577179327	F37954	409.9204	20.57	19.25	22.14	11152.0	125739347.0	1.0	0.89	915.0	51.0	0.8888888888888888	False
6527	322140.86986179685	368170.97724598675	340899.2733882579	460898.0632812216	0.0	251569.485487543	171556.56709065975	253291.68065831394	443150.13257517485	0.0	279554.8466902206	128440.57356002602	172668.71045830997	172854.48304402168	149424.9349347835	557881.5471923734	252405.45724470587	314372.0542413858	233559.96734046374	399132.526281383	397611.3891881316	282262.23138504534	204965.91101010292	88379.85276172735	574115.5027810422	101189.99296730416	376957.202817142	363135.5604567724	460504.65912314213	352601.44805343763	357963.5867684442	341880.52042364114	299317.6886754851	253149.3340313301	228959.60839549772	374045.77857825963	0.0	340994.0575168854	193351.60258623716	142037.57699142303	105906.24388865966	199423.53027011297	300894.97170401475	437061.66892311035	222055.70195059443	179572.97086320518	317238.87621818564	282980.1696202662	111243.71308110503	340882.63898116595	292608.0358033191	328834.21119708085	312870.87730031577	325301.6377710506	F37984	512.2041	154.35	152.77	156.08	14399.0	15774323.0	0.72	0.85	974.0	57.0	0.9444444444444444	False
