	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
12043	28223305.7725757	20067893.443375852	21750372.457282938	24037312.063789338	0.0	16734211.382962568	23209127.697593503	25546264.584152307	20247462.35979059	25612954.692638922	51500963.888246104	35064896.47429798	43240311.661899336	55061084.92968564	47752484.5229816	47369076.9140658	48105383.10147831	56167165.94313312	48851946.03373219	60358030.78981918	54944201.11093768	63857359.44428653	29676690.12539629	54917214.399415486	45506278.22426941	50991628.31466809	53100650.35316026	60363423.42248246	45447208.35912629	57709214.158914216	50335751.02916037	65350442.10968902	47162508.59904373	29864033.621702064	53107875.94735185	54150204.81231072	53668903.44656999	53012307.91135851	56342931.887685224	48574126.12707692	54649222.49554959	47211646.7566218	58981208.89261056	52304523.16495858	32449206.789970733	61396277.765420705	45217388.33230296	57654541.40701483	42100594.066982	44546882.79231737	28828308.936965346	21652260.66663306	18637016.97219524	23377235.23342477	F44251	927.0263	224.26	222.82	225.84	22756.0	2024444315.0	0.86	0.86	99999.0	58.0	0.9814814814814815	False
12111	344706.3384638019	435598.86777936685	377950.20604501397	388425.0327259551	53801.672496957246	163018.52220994106	395465.88432760484	812213.7966561561	126427.78764058073	0.0	687123.9418363019	475876.27139572595	529224.4793004004	0.0	253749.31173490282	495987.81382968544	489449.5420038413	0.0	539416.4210643804	361219.45393430546	258748.41245829748	136451.57376134457	23717909.488887403	2975438.9694899386	1510085.6294039788	0.0	1108952.476607132	0.0	0.0	1465681.8088930175	699076.338991908	157111.43061783517	0.0	1369197.7157677847	2288589.8089006515	0.0	144326.0484636089	690376.383148581	584231.4709712991	249248.9350788	39091.809119981925	111023.07149808017	0.0	478857.21040266514	0.0	550950.9831202492	946574.3061384504	906117.509924603	250814.19930424466	266022.93499882467	168561.94797576763	127464.11668041808	181476.192344725	106218.83989503866	F44428	643.9776	5.81	5.41	6.59	19832.0	17498179.0	0.72	0.96	11472.0	47.0	0.8148148148148148	False
12212	239982673.3297321	245071126.21151614	229556968.82758507	242399348.2748731	203228803.65426627	216802597.52822515	222015340.0056646	231660857.20405108	241679832.71320125	229963255.42644396	500911308.25522757	279122925.9082546	436824947.25222814	503902169.97232366	491414595.1884043	471441811.87748724	521284161.1217251	534380921.5194646	514007226.00278443	522913399.4172332	588644099.6910722	493135066.28702027	277748985.2323531	519864541.31132287	558324880.7568973	550690728.39992	534470769.2020654	499401932.3417107	481015700.7740162	545530918.8720804	513926208.65230024	496313733.8924174	516952336.8567639	262188817.88621867	502196906.7975027	490738730.95443946	509706567.11111975	509581582.43546426	460178020.94589967	445631529.1697837	506712358.42498034	451959347.4823364	499285940.7822735	498086350.96911347	291623670.0091773	475930412.9963952	484081117.4033781	467206784.492355	421903967.94846326	440585011.34363514	255564788.4631955	258884980.09588885	241945717.0659816	207230750.34140304	F44737	747.0001	223.87	222.29	225.45	21237.0	2119347215.0	0.77	0.96	26605.0	59.0	1.0	False
12224	8591050.447493458	7492009.987775116	8691335.592589805	8303642.569052995	6721080.482586321	9819613.055687806	7815628.853430789	8412552.656455271	7430645.57120194	8854386.801306454	2085112.5064515218	7726002.198639315	2650931.634554747	2600336.7191428696	1941912.232622946	2585469.5620238916	218459.16762684152	2293613.3106916584	3550796.2124218764	3245081.031216148	1443516.919048062	2595366.37646206	7703360.327272144	1870761.4901396327	1601872.4441780208	2469272.317308901	3227761.254594704	2446013.090487507	3751331.84006267	2357969.1323404033	2422510.672145216	0.0	0.0	9203320.78958296	3025237.9670273187	0.0	0.0	1849807.7546364602	0.0	959222.1912568351	0.0	0.0	0.0	2513232.574205886	8688271.00912532	2282383.9044148615	2226678.6400198084	0.0	2190211.4838681766	1955763.8263716165	8249643.212220871	7848525.533541804	6964174.710146	8547028.4539974	F44782	581.041	420.58	418.97	422.15	18561.0	315070202.0	1.0	0.98	817.0	48.0	0.8333333333333334	False
12238	35057661.95985634	30230153.260046393	38728120.88655115	25443254.55015823	38190237.12673007	30671997.9620939	34792724.99189727	29592121.782376613	35888712.05853253	31696904.867298998	83803328.75586691	42731585.04528416	76041102.31518736	76928177.15492573	73901165.16655336	70292967.6683033	80157787.214066	87231340.55542131	74784650.28164852	88592198.33464746	87668165.65418863	70270777.42876491	43616512.59229756	86762019.07604307	89911747.14424592	84503479.52682877	86011291.91793236	101403603.84757519	85473839.88470922	81809659.81886292	77040735.47495666	91605882.44142586	78570397.93814552	36738680.89668817	87297421.0502916	78671079.39018947	90958354.35672216	81732403.33234927	74639477.50259843	78075234.27289449	79860906.80429187	71402360.51674452	86710124.7417849	79176859.24372165	48657524.09375382	79805448.25608104	78799305.8171202	74859255.51275562	64848842.82111287	66266290.539664574	32614875.19920408	41065803.627020925	31050269.64192403	33596792.76932342	F44824	748.0035	224.13	222.56	225.45	21250.0	1955362647.0	0.77	0.9	99999.0	59.0	1.0	False
12258	111304681.67371091	78169469.69716294	93110833.97753574	93711697.03645605	43195088.07883283	111087503.90666312	129439062.48183529	73186639.23313579	97372906.67869745	58647225.23039538	63228307.90869485	89465250.88081275	144385406.1338113	151878763.61126104	105743255.38580449	145420169.56782636	69603899.96831946	31179284.64455601	9012246.076098794	61334756.61026466	7746623.446949484	54321721.817505956	84506700.50664648	4159061.4505686713	34442592.5287483	52756762.64751792	22427571.08998967	3471094.9385828427	14832691.913028343	6283601.441430257	19953829.53949083	49823998.20482854	62151538.68902326	62097261.562313996	21938227.09520752	35145108.96336222	34594174.67033061	107038762.16390553	137610664.57606575	91456672.7844016	41624303.88958526	131320276.03558397	19899148.53960622	35867932.69450065	26906.770974158724	66219609.023548886	78259567.21072039	0.0	138633729.0716599	32744133.80788408	65564245.92497973	104758835.38512108	119761709.07894467	86487043.52541605	F44871	647.458	24.13	22.68	25.7	19898.0	1024639449.0	1.0	0.89	347.0	60.0	0.9814814814814815	False
12273	9794434.807186391	18170054.438310184	11311069.755866243	16627496.573363991	11686780.974154584	0.0	7276179.942871437	7293498.2072521895	10181990.863073327	16471411.796863658	40528369.96723413	13815226.980333904	22324474.41330136	20458627.56451491	26431354.297300037	28659012.467284713	33886042.64345344	39533627.2931679	26032961.4097392	30265207.139630225	38559065.70082447	26002951.400953636	12773924.989972848	32841253.53025891	32506977.21159168	19766178.529438015	22804261.801496044	28477018.265153583	32125386.64696737	30952465.886993308	42103469.19177623	28939738.397220816	32746508.37609861	0.0	30520884.67090646	34371537.884546876	26528681.671813115	31580004.12012768	37796725.287290506	34538186.45613344	36147593.12792875	31911117.8009072	37356885.85933683	27760073.507147036	13248695.502276478	14887855.149807937	28153070.95040199	37134989.22530201	20621408.442390114	25952743.760321226	16559450.771061154	11473246.99292041	12664346.4528467	12436493.476393417	F44901	748.9883	222.95	221.38	223.74	21265.0	995548362.0	0.81	0.95	40789.0	57.0	0.9629629629629629	False
12274	15090733.987160206	13634814.944298562	14185541.24545478	14907875.27708698	21898554.20506265	0.0	7738377.393433649	12819968.313031588	18133589.40347185	11150122.635539195	64654247.86726758	18450074.278256353	46533974.17483944	44316229.01359255	40277354.78127586	45319533.653580956	52149888.682609625	47131692.171720654	33130776.130629558	42514963.1467751	35567811.83312979	43849846.44628601	10376100.978431977	51586948.92044289	52959896.89884792	27749194.654866904	58007381.66390924	56874752.78069464	50863777.88833399	53053285.88738435	60793457.44207004	58500829.96734221	52536039.807177864	0.0	58346892.98188667	52032890.445209466	46330942.7243236	56196063.59356359	48676066.25064689	45945776.76115951	54885362.60418627	46918169.00734971	46601701.54281373	44262040.23168409	15813771.672639923	36275265.479488485	37490587.61152203	51222257.96323682	36080800.13321642	41379470.081955045	18045038.585778456	15972393.452895986	11982583.22891697	12525479.898058468	F44902	748.9883	225.97	224.79	227.55	21265.0	1453570913.0	0.81	0.95	43261.0	57.0	0.9629629629629629	False
12281	3344417.3411571756	3395406.7011672985	3609215.354079871	3919169.2435014774	2682684.3179454054	2595804.677008329	2741953.63184501	2380371.2970702425	2404456.3698225603	3106000.0193327577	2835033.390816236	3122253.1153525887	4085902.520486982	3470202.617989711	3040788.4629462096	3889962.4803377613	1832209.8487941006	0.0	0.0	1257729.0267704818	0.0	2032488.9048254837	2949264.1711176983	0.0	0.0	0.0	0.0	1686815.7378416841	2629942.288359301	2523525.0256289993	1916291.0195790066	984082.5898610336	279739.2819762433	2375128.647607035	3036309.867706349	767626.6267209583	4593938.053849489	5436746.198984952	5968349.679302408	3062733.489545055	6165082.612099916	9919660.236299999	7177157.343306398	2545709.1901265667	2071672.61399059	1785739.7076096165	2614154.1214485266	2839389.5625333977	5653450.466628666	8599525.513648938	2488222.5040294942	4410791.816165182	3685224.905902109	3445126.9382418543	F44931	749.2812	343.6	342.02	345.17	21268.0	201365591.0	1.0	0.98	217.0	50.0	0.8703703703703703	False
12289	6873230.156927465	6471617.44731576	8871205.981544381	6344777.341368506	8541759.489813015	8110368.553666028	5898627.802145255	6802452.610167025	8945096.21497483	6651935.206955815	21042457.757330757	6599577.032678424	18042250.95676375	12776213.277814887	14462787.548928153	11346083.042892618	12613304.225794667	0.0	0.0	9980489.842246177	16174640.984076507	21092395.673682787	10377236.659696411	6519465.381278746	15817007.986238925	15074530.314965837	12832809.79330461	13629644.690886818	15973283.311072059	14275050.72417544	16996188.01729545	22909346.470267925	20120727.2318953	8271273.159638423	23617596.33838485	17529724.176854353	10805258.49757604	14492833.055905603	14046446.519714735	12107823.935566096	23085358.49891106	15522462.787807574	12383074.516000023	0.0	9459502.852117114	9083655.14648917	9091993.598137181	12113926.152071547	12325752.12995476	15083622.284563638	8695517.626111338	8458413.88004928	6828863.155743231	5048859.559573366	F44944	749.4897	222.95	221.51	224.4	21270.0	686552217.0	0.93	0.85	2241.0	54.0	0.9444444444444444	False
12290	4693682.135578957	4527498.259500649	1792340.8467088921	4455010.5034145275	5277295.3710502405	4500742.3092126865	3349504.8807779537	6185373.8702450255	4826555.45450734	9239716.893050399	14102756.897400962	7625802.472062713	17181394.88031056	14646097.945748603	12381707.144925091	21507356.566159517	13790700.010914313	0.0	0.0	17968319.81377532	6387745.229676715	23796611.928607535	3045003.359765317	20664920.45109011	13121979.55879648	19500367.809708506	15914606.575520901	22965722.083555903	17536524.536633868	25505283.434711322	25517355.999143142	22237830.136683717	19410010.010263003	6567853.76056975	25882831.304614607	16505891.880165994	28203166.83536737	20812525.59457176	22288051.7041149	14636967.348962612	13363692.967044199	23180004.54422936	14328996.579924636	0.0	5540665.106559085	9259557.021362728	14468073.52119931	22382620.488726664	8837182.38232998	18772857.8166288	3511948.2549516745	4972747.4287836505	1642738.6707395904	2989090.751522952	F44945	749.4897	226.23	224.79	227.81	21270.0	694950059.0	0.94	0.91	2119.0	54.0	0.9444444444444444	False
12295	102947324.16026	83137832.11524884	83110756.18627994	105025539.11495559	89172638.24350947	94356881.32372251	85290453.35396355	84073073.71529973	101946724.8988732	102351769.09725817	2757173.167493703	91453689.4218453	1950064.6849982115	2501657.450335896	2790766.3435289706	2210943.6146734376	1617454.832556685	3151573.904059342	4835671.324342124	3594227.8292837595	3703301.0503442422	3657945.3492461294	97134811.68496932	2834011.2942725113	1939392.9179206816	4076147.2513373443	3399282.2784772543	29964535.430455476	24066930.56061088	26288151.283769764	6399792.297386003	8385950.040377633	8439655.795742972	117114615.02438907	18849432.83413456	21626099.724968847	28544164.584362384	2809633.513588602	2645885.6970723844	2247274.120853886	4188453.6490697423	4223471.1687916275	3481873.245396831	0.0	193438839.56757534	2189579.008848279	1949920.8817604843	8360794.755808847	9763870.264453398	8833002.604061646	150695676.83959067	117928088.36774896	99966892.31813902	100802071.26499358	F44954	648.3793	35.68	34.11	37.26	19909.0	1648823027.0	1.0	0.98	16.0	56.0	0.9814814814814815	False
12298	50822735.38975006	35880685.0940753	42825684.5314537	43453931.27403426	17166291.753888503	48195095.29845561	59323852.25503363	33314635.69373059	45718219.13686323	26958557.24268515	24924677.593505625	41644892.73245065	67695703.747105	70104973.14254859	47214607.56649921	66260897.24737697	32271121.658887062	13666577.50331481	4001489.4502449716	25909211.516475875	2568627.582228787	24951620.69331995	38693482.99029316	858546.9407752453	15996164.912331382	24308034.038174294	9858854.174786426	0.0	5732788.545610758	2379490.3683280204	9134261.859855732	21885704.332840405	29167100.049701598	28886863.2628975	9530033.600795826	15994436.475301785	15780875.481644897	48903158.76809414	64102945.039488696	39249611.11497933	18650633.38072243	60407342.100903586	8582460.314857373	13970852.296955278	42771.639337191285	30635045.914447505	36124887.66540729	0.0	63087163.78038927	14595805.742917603	29869753.876081225	48733313.00714444	53806543.90065147	39048742.037813276	F44964	648.4615	24.13	22.81	25.7	19911.0	1016305496.0	1.0	0.89	1166.0	57.0	0.9629629629629629	False
12336	17099971.34936748	17313515.56357561	15266288.88599453	17901980.997803904	0.0	0.0	0.0	15522470.604744358	19592347.928961847	9074847.446821848	42163759.21749276	32234140.469576012	31475994.702971615	41626666.81685002	39549718.05734546	40450762.370245025	43606169.05355212	31460218.174525313	39968894.84858933	38904402.49314733	53760060.42855021	45831976.451430805	23326528.907153733	30925608.107969113	46985850.01499902	22340822.92679673	63282238.57175773	17775598.36124316	32889717.40226345	40887557.06968292	48419059.89706737	35323335.93934648	42552482.48002355	6953698.645845531	52482926.3147244	54626525.2973168	37968871.978590615	45584080.66266548	41763956.83657353	48778798.55199778	50294262.78823171	41803441.56337125	47839082.50823357	54605335.172009304	18074238.651657652	52946851.36350278	50831549.99178634	46697851.791305184	51302773.91708791	34871923.09066315	0.0	18861565.898771748	0.0	6836755.110568417	F45036	959.0146	223.87	222.29	224.26	22885.0	1636591162.0	0.76	0.88	86496.0	54.0	0.9074074074074074	False
12337	11427610.017405782	9239838.54280506	10667236.88794859	9922826.429338058	0.0	0.0	0.0	4610685.45182611	6447379.122280413	4949112.94410193	24383950.026708107	10515650.591137866	23890385.494386233	17808799.20744376	22701974.55951877	29853915.011732217	32664236.12414897	14470147.313984279	29149711.654371418	26347480.9988703	15391018.206316607	27530315.83150727	8246958.796426417	24387618.06552742	20486253.798596524	26815902.292981356	21361859.45023257	21744427.31278627	23281251.95907457	19926313.81974923	32342265.38797548	28924863.604921658	14141768.944759928	6340016.289353797	22774284.158304885	27175054.137463894	20369656.019209035	18854670.71780356	29134062.208672225	18330456.165895917	34395023.385612525	33855316.871207036	21139160.51441964	25973916.100520264	9959133.21198965	21822119.242938638	30042041.79726909	21246454.356587205	28067629.12858982	16513737.67049258	0.0	8081325.38746033	0.0	7559802.017696717	F45037	959.0146	224.66	225.18	226.23	22885.0	1147671331.0	0.76	0.89	99999.0	54.0	0.9074074074074074	False
12342	0.0	11119824.930119377	6157155.986980408	11667148.887447186	8562165.34938168	3900443.7725473936	15374421.952266809	6324670.583567996	6670620.339624103	4989202.88818191	10256377.112114651	0.0	12836218.719513582	12416921.895664651	0.0	0.0	10326949.349411769	18513415.449475754	15711200.57056144	10421998.942963453	14448004.438168682	11415441.747249901	6065486.640508634	20643103.073692046	18371104.988616314	0.0	10413390.371111507	7669654.421447485	21963086.078863062	0.0	10502655.249106593	9760787.957811926	7597018.273597785	9073340.434967784	12763822.231844917	10358582.397673216	9193616.901633892	11146192.652019652	9115997.62428517	8295763.079297388	11000206.984191088	8082861.274946237	34799762.06869317	8573436.273407038	0.0	6651531.004793525	0.0	0.0	20218417.722829588	13645976.026715796	0.0	3570951.83439275	7959227.749758726	9204224.437157959	F45052	751.5104	25.18	24.26	26.75	21291.0	514842651.0	1.0	0.97	5790.0	47.0	0.8148148148148148	False
12346	11157533.832051894	8345924.464564529	9185032.31384232	9711857.633070514	3991245.502305652	10735451.96504292	13161368.544744462	7124379.356507823	10457381.405246632	5373013.86805821	6161571.382732313	8249287.947918973	14628182.476666091	15714760.79688758	9017545.074625295	12314701.973813059	6506414.652379775	1503077.1282216008	0.0	4070578.411727752	0.0	3161120.785333397	7807148.213702702	0.0	1668477.0217772592	2836343.364157837	1261581.1720436246	0.0	865688.8108688807	0.0	1189598.3257481419	0.0	5794813.872034622	6042619.462425661	1475666.0836752353	1571422.6931230682	2224214.067861197	10741584.399285324	14533680.65272238	9762736.439738376	3889688.83528716	13576303.892247107	0.0	2324008.8822194985	0.0	6585992.809502878	7337815.136772193	0.0	13607223.768661236	1633798.9909118284	5351281.411410353	10597937.824204627	11570645.599719673	8195945.875709983	F45067	649.4647	24.13	23.08	25.57	19929.0	428021892.0	1.0	0.9	4503.0	48.0	0.8333333333333334	False
12361	53782223.86375616	30573561.47595157	36261460.13281585	52553660.03413686	0.0	0.0	0.0	33795724.02899238	51918803.47532103	35808512.37249183	98069370.19635855	59546551.391014636	99485657.1450156	82516252.57274042	125047700.06785046	121501864.39593877	138701707.76837486	99178798.8659586	126503972.28738038	103367865.24203856	123574372.30832943	99048092.5989404	63630826.51988423	155158077.64229584	96349427.23046902	96759507.68407862	137350203.49723732	97781096.70133264	104064709.26964167	106962078.13924877	94941733.75845769	85592138.16471055	87755686.4760829	35509867.34882597	137473339.2651195	121212195.5575311	92143371.09684782	100285816.50310306	129486459.91161498	129988032.8031297	95776270.04594468	97568929.11115481	115995057.83005352	137087071.00381106	48165262.630546115	151847018.916413	125923047.83150366	139612863.35314122	100771207.1647643	80990012.77619879	51517834.83134188	42881902.21197032	42314052.311828196	26530258.360911384	F45108	966.0229	224.66	223.08	226.23	22900.0	1725315809.0	1.0	0.82	99999.0	56.0	0.9444444444444444	False
12370	26835386.11908727	0.0	0.0	0.0	0.0	12565452.429865124	0.0	19776544.806314494	18746116.582112547	0.0	32649004.039367918	32321729.581649944	26360563.97501342	67356439.49272071	56740132.711473085	34281719.82852504	44050336.1047575	0.0	49113154.997698836	74176388.47187115	42577176.956054896	52283990.86403261	32607837.721419048	48937606.63422889	65251992.331069276	35685510.56950819	75396582.49657881	50210067.166703	52971748.29752751	55022990.3268042	60824414.61366699	47205487.02979188	56246478.74496347	0.0	40870195.51146233	46766306.11922549	44288498.10001404	62918630.79426025	62133788.3707147	54029521.0779725	41856482.05535897	51077893.44341604	64545706.02649434	54681583.1966672	32261810.541498303	57333057.33858872	53740324.016227484	63862192.8537529	53069367.882337414	31637062.535276506	26209431.294748075	24268345.470525473	17340838.130731635	19317610.586488042	F45130	966.5237	224.26	222.69	225.84	22902.0	1764154871.0	0.95	0.85	99999.0	51.0	0.8518518518518519	False
12378	400519549.7438765	401820470.4808639	398528476.318776	393489592.89770985	394594136.01141316	371805766.2164805	373800121.4997635	383156221.7907561	397671480.78302824	420079795.52538794	875511987.9994168	453061834.45387155	800191064.6172106	803206850.342961	786332623.6075054	795404142.5602564	847483283.5211061	900082635.053302	842740151.9856082	819075463.5931956	859379745.0824119	866672395.1153368	429665978.87698346	879107778.5663782	912856421.1157951	874181239.8305253	831835266.1367364	834772495.2077368	807761430.0960181	909073252.0579333	839235629.9119891	831065546.7065364	811644770.4572746	447916746.7469635	805932477.2259239	817803914.7842209	868961486.5685818	806810072.6545455	757140470.4488465	763867410.114194	874653145.4696575	703611394.2341241	817072200.025153	806462383.7943912	492561136.43973255	723591441.1741431	784125781.6957946	740581689.5281671	665532840.4561716	702429078.7548736	449888730.30911326	413074390.6044654	383631471.0817317	358052609.20986944	F45153	582.9943	224.26	222.69	225.84	18608.0	2241136643.0	0.78	0.98	2604.0	59.0	1.0	False
12414	330205845.4049234	313657268.9505518	379078856.0815217	349229076.4069296	206807116.17437273	355005081.8519092	366373230.48055893	326629589.2548208	264255034.28902197	202489718.64159298	31660872.905281007	295680995.64595586	33148448.524761636	35994645.22822166	37334036.25758971	35140865.04250105	25234685.499167684	38058293.06220392	50793295.878926955	62621609.021492444	36071743.77682592	41873320.338742055	331240318.4711952	29823997.81634467	20594465.02216818	53917568.46332341	44603177.477230094	6332009.733186494	14074886.507176576	10148258.15635427	39063372.58088298	44487076.53952444	32987814.786595274	329877236.5778248	14469499.343982631	12039382.148130244	13536012.95213015	30719255.760499474	23434367.150585912	19529150.256854195	14590794.181927925	17633553.052472156	7428670.4758509565	32633264.918990932	311507092.93710613	38939318.68333949	39989896.21102084	21093861.68965372	28453368.388608392	50285995.98272093	302966593.54104495	255691276.77930447	301803369.09690845	396511018.71669686	F45318	652.052	226.76	225.18	228.33	19972.0	1486217234.0	1.0	0.99	99999.0	59.0	1.0	False
12415	9130497.06423303	6718880.781933067	3312494.5121925822	4592946.649943353	24895400.31926003	17928867.059920542	8940696.658699296	5519948.614619264	14550705.010494022	11294547.21312364	27729970.2210465	4357110.293127869	18391572.711213063	13552970.21601232	17380623.70051152	11589905.914579617	11507917.925335227	16856265.09270673	1065086.980293362	2762776.0664916057	1440672.3178843341	15699276.278241718	4301116.01677417	161281.70164881164	17711028.590875875	9385300.95276744	2280303.4882722436	2113071.098683126	1915299.5186848019	3311322.6526195505	10837446.326848071	16792604.289289497	11727642.096579174	5733153.862788463	2001813.4450778423	2771336.5074091717	10007869.253977045	11399374.974943798	7042392.599447563	5274080.231977166	8202119.212437702	7628653.520273453	9907096.279188326	5400208.762864951	9076471.837161886	6263957.0040618675	6339504.087032804	9744812.092080737	6915557.749439178	13579532.23107757	11202929.143202782	12189199.248977385	9189709.667258408	4486088.263636521	F45322	753.6124	36.6	35.02	38.18	21328.0	875648758.0	0.75	0.91	11.0	59.0	1.0	False
12426	100159294.55746864	80205630.51382199	90374062.70221345	78042942.83185516	76917091.98887089	67418136.11736768	78472482.47806089	80425380.67029148	76892384.52026653	91013661.62989561	199154152.2537761	94750938.66990426	162933232.24651408	196883751.9427178	175855826.0652812	184674244.3226108	200812305.97395185	173782908.6859787	177906327.78139812	204556524.09980473	196428378.69266346	181658844.18188253	90985832.45700094	212797904.78177366	209395851.16401964	208679687.08409277	189049677.080261	188386041.21042752	176468479.11185393	186868180.9116097	204052649.52049726	184358947.04959548	176395939.4630774	88476524.20539774	189529854.37170792	193226812.70125997	195196486.38733044	192722398.55972773	181502423.49083456	175442393.3577893	207316625.76000834	174757800.99559987	193107477.64396507	192003499.8996565	92043208.35513411	173710269.91645718	191596250.5510732	176411761.24847934	162082208.55420694	168103516.13065967	86990077.99280967	74829676.638945	77793651.17253216	72114154.17252222	F45351	754.0079	224.4	222.82	225.97	21331.0	2050386400.0	0.96	0.92	99999.0	59.0	1.0	False
12436	29392805.467904776	25525753.85661029	31373509.11057067	28268121.047788203	20982870.72068796	20083887.71176897	19896279.39195145	26694978.400591716	22209849.60688235	25756053.916307874	76184048.45444165	28889491.129789896	53483270.16330206	56319107.502604745	74415357.93894123	59908186.0858219	77678789.3248161	72231921.94251457	69509839.6672711	68349804.20736392	81903880.15779717	78143129.9217339	34222964.61596872	70837501.15501885	70194226.48253071	61152103.89296069	76274777.64471349	64659681.53610636	55126671.89046015	70450150.75651214	71302051.78459762	66053521.127225965	74051827.18970528	30209583.28720144	66623082.52844535	70467529.88777453	53838035.568430394	63286745.01067491	70771767.74946085	71180077.8059562	59218408.51453897	79279702.1980987	59260538.54394647	68975145.98270436	30367409.094557323	63684473.85820292	68574352.2064743	62940917.71693849	55343325.84150564	67852850.06015918	38001063.62945053	30364559.16233523	25218769.77071798	23113119.165929954	F45406	754.5094	224.4	222.82	225.97	21339.0	2028830137.0	0.96	0.87	99999.0	59.0	1.0	False
12448	15309603.061481144	14427990.5916619	17596211.67475307	18135589.479136676	17315615.796048235	20304508.901272085	11071256.498158742	13203916.155990992	19261485.221579432	12572265.767033946	5795028.692310099	12345274.73374871	6319591.4650181765	2876155.0994993984	4686213.054893675	5647875.541880314	1278190.6080244668	3810654.1127366256	5370515.971841014	3879169.4542836915	3841602.965210809	5401934.702499665	11026932.69132709	0.0	3450609.573457248	2898476.519550367	3660966.8427144107	2538034.2740213284	4741963.137564859	5350407.634885069	4145695.855481524	0.0	0.0	17263259.078397118	5061874.415296422	0.0	4151129.678090188	5194803.199357916	3101699.6737491544	2455649.174726249	0.0	2104329.148292664	994986.1397770277	4840431.460185515	11383866.187127767	3625186.140614886	4798964.427190881	0.0	1688299.32509938	4005911.3041754086	17959855.49355983	17220844.59296206	18654501.29891591	12708835.549445217	F45465	653.146	356.17	354.56	357.75	19996.0	601764044.0	0.96	0.98	1099.0	51.0	0.8888888888888888	False
12454	126790923.57421118	121538431.24019411	138542397.39136314	127880673.26834655	96611201.17809086	131886902.86266784	126797188.98645003	119912737.52331722	115567446.0082949	137224863.2663319	106848295.31421302	119286321.19950378	107653913.80148062	93457867.29269594	100101680.16105382	101562510.02562594	29036857.940455027	70905039.1000694	93271919.39075147	87425452.10824887	53665434.716298096	107023617.2746295	127509024.54805483	59106514.211330555	63226213.148712225	79675408.00137712	95442479.95958689	64584930.3375598	76277930.52076563	70958090.40092461	82568886.34261203	70232.4490986865	0.0	122095753.72667934	83711222.7364754	0.0	69716406.0715215	80277197.96273907	45938563.9626544	28249353.015818313	25267571.47263537	39257070.73899364	24587631.206302784	78790751.88798697	118948393.84366532	69608910.96214394	87072375.96783637	0.0	54328347.18507177	68760540.79658142	110892866.33061823	125218373.98216638	126978978.16616033	117935549.88102044	F45472	584.0883	370.65	369.07	372.22	18635.0	1953611372.0	1.0	0.99	130.0	54.0	0.9444444444444444	False
12520	23096152.697167788	20655657.907227837	23788876.631833248	21908643.89111025	16634948.614137575	22612028.67023268	22012160.076980066	20546283.126143053	19750191.83098658	24224128.02435384	18196187.22517896	20077028.143517587	18841209.354014758	16154033.23993513	17156690.85505316	18762659.10998391	4543020.089167314	12497686.810712427	16028885.97369952	15373829.95408512	8560232.708472397	19125314.537987337	21923543.95610793	9849858.659739925	11086738.474350154	14290572.616858974	16468488.78527797	10823679.961035848	13011421.69849946	12131195.54952845	13765955.730539497	0.0	0.0	21312607.753729817	14705494.341285007	0.0	12485784.20999829	14162386.188569382	7841018.991777236	4154531.1208169567	4261539.077179621	6660162.908812641	4034956.4830673942	13443727.952019287	21185807.474270698	12262999.418995706	15365517.676241675	0.0	8956698.356321609	11818505.83938454	19753324.033918176	21485813.14011518	21931634.642004438	20742407.576516278	F45700	585.0916	370.65	369.07	372.22	18664.0	1043738509.0	1.0	0.99	352.0	53.0	0.9259259259259259	False
