	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
4019	28203637.87425411	19207532.86734229	20974317.17323104	18367069.85130134	7236363.461232022	15686569.322929101	27266878.62049497	16630906.027626462	13480164.27982439	8017306.020401107	5893921.659845773	21859740.9002975	5795083.785827426	11556030.710767997	7853046.240780446	6583624.734238742	2791598.086151501	2332560.9196144324	4219106.811689682	7469476.9633189095	907913.7895788759	5900923.218374662	28027873.068865668	1177335.2474151782	989772.5042985728	5538299.81521301	4893953.590163777	1282919.8895634727	2462421.6539636673	1428145.000288087	5499526.86749741	6057255.307770012	4854066.359463249	17274927.620476697	3856838.2199991364	5200161.909626165	848536.9580822554	9361367.642773643	12149745.422508942	14328276.208554354	5307289.472380604	10456488.570978818	3311160.7143347953	11684504.282108871	18092756.008154407	11611940.960181434	11914681.59712962	8055037.419184528	19524402.417399973	20323163.2302192	10881284.009948816	10930828.272198098	14458776.207931401	29069633.36576495	F19270	326.0561	227.81	226.36	229.38	9452.0	711296887.0	0.95	0.97	574.0	59.0	1.0	False
4053	2534470.844571653	3137049.113858107	3028911.2684792965	2822769.64082704	2733610.9905421794	4372618.277611812	3387152.292578699	3789957.9574975697	4212924.792980967	2703647.7034093374	1104251.5272384963	2773479.7988333637	2028449.59573078	2731903.163018129	3675939.1342369495	2985468.538763182	3745797.037564747	1156897.520471115	2042174.367406164	2615756.516160297	1971405.5677302314	1224449.2452000673	2744698.010791688	2732671.3115750975	477570.1492436236	2367917.548548811	3046879.007019606	4763534.175565292	3398274.9560314915	4980395.03518447	5152107.698784952	3302206.1260477365	2973298.5861703237	3853076.30232603	3443869.7930535367	4710921.2301186705	2664568.132471698	2319858.792655863	1871359.6090831105	1859004.982914661	2146908.300195418	1955359.0303799487	1053465.5327286886	519250.38534421567	3990170.2958136494	1691271.276821069	840835.6650665408	3148992.970739909	2277147.158637573	548477.775135559	3912995.6539302794	3071321.4396962756	3151673.7813928104	3333328.0445355726	F19444	299.0435	248.0	246.43	249.45	8244.0	188848236.0	0.78	0.97	12.0	57.0	1.0	False
4074	5508549.541050876	6329693.487437458	13715678.98323594	30159731.775287397	49677928.00964443	10530234.168203855	19610657.42243796	31340876.25963593	17114687.458666198	28099431.302474454	2183040.365826715	7344520.002981319	3557567.9104521074	0.0	0.0	1744247.693620615	2202551.1652588234	1870528.2822540817	1629631.7107392887	0.0	610183.311833411	1715135.4701307327	6839213.819778824	0.0	1039314.8963478232	2744975.7988979146	0.0	2211624.997816656	1235418.7122126569	0.0	1240446.9805180624	2013224.387475816	1884771.3743523038	10560324.569608463	1538543.3931612882	839070.9317097671	1400310.0395320877	1567259.903484578	1547430.2189381334	1048922.3290106007	723831.0791821798	1354764.308567773	993922.3705375605	800435.3472181357	32111228.74008647	986255.7135853886	0.0	1216764.0869662843	0.0	1911119.2368353433	42986830.52589384	30309316.499448303	16408727.12793945	8643747.480969526	F19535	299.1002	34.63	33.05	36.21	8252.0	587773026.0	1.0	0.95	31.0	49.0	0.8518518518518519	False
4082	4089481.0790616297	3736586.965891033	5792591.025853557	5053283.374932668	6843999.675778277	2157505.347497945	6795877.033454282	6801262.942366492	3734389.928960757	7249971.292884278	4852268.664574778	5516815.642303397	5193929.02923429	6068459.786964606	4065552.9696158553	4831042.673921433	2749334.7175728525	0.0	1967468.39227305	4777445.634628637	0.0	3968473.646123705	5571535.055391092	1731049.0845287032	0.0	2543776.1471078433	2964924.163943971	2233895.394138283	3454947.6860508276	0.0	4864996.286515401	5883035.686264776	4167110.63221174	2969485.686231143	3150774.420468803	3839604.713831707	4658575.822468967	4689700.4978077235	5355778.49786999	8213359.711202524	6628856.96333979	6797754.9963082215	5185556.011327517	7234124.092244704	4673614.722152193	5878122.0766311325	7198794.09392284	6559050.3200710695	6285871.616911439	11202898.184914362	3726975.5702891266	5099848.898384087	6161144.350022872	3084499.9523391826	F19559	265.9989	196.1	194.66	197.15	6728.0	323818971.0	0.72	0.78	99.0	55.0	0.9259259259259259	False
4093	44068122.13754285	30670975.328157447	22670214.397969987	22721800.359884318	10403149.292393014	15591345.389731968	30175467.444649316	18972882.4147095	17498625.1525465	9516535.722206345	2468077.957437064	21414117.463683724	3139973.956244795	5055541.419139524	4519970.19823709	4703483.832465353	1875365.6008551961	0.0	0.0	2383756.8102079965	0.0	2472425.8140998716	26830582.525444325	0.0	0.0	0.0	1882176.67374033	2113453.5558866705	5318872.614167609	0.0	2476032.4712571325	3259973.8777682926	2444146.9551961296	14805231.024351187	3696868.3446710715	5488224.546422469	4474633.426189476	3965256.894297354	4959969.100876043	3946778.939104659	3750919.574773719	4510321.638851439	3826999.067986603	3920492.826143392	26388523.136910833	3310803.4459373727	4704130.540350314	4034863.7247182564	3464814.1412013797	9644920.469871154	15826561.328805065	18628973.847386356	24159251.898296576	42589202.70893047	F19579	327.1407	142.66	141.08	144.1	9503.0	862862053.0	0.77	0.86	227.0	51.0	0.8703703703703703	False
4102	500191.3220498858	419593.6805711159	636832.2271200656	567268.756264598	269402.7620091993	559980.6018182711	601933.5868565028	189004.4654007165	526404.0879097644	420239.33198517	141765.57052764107	695795.8019275257	117891.65510537507	547425.6124775673	394764.99530239776	78694.99868133232	25103.984973354156	0.0	507199.0434742688	51982.70244924522	80037.88966727837	142720.8449303476	288036.4458878055	151994.93881217024	36162.339641344755	37754.22637575039	115815.58055967637	141621.7983391851	95313.66892011926	278928.3744030645	85149.09780286699	134531.52497095522	87134.32674232217	510213.278773545	293646.35185849643	257304.77999789183	152632.61476792517	55695.426233375896	66030.38990659511	119310.88168743288	121945.12649435997	0.0	78300.19543511495	35834.045343997845	627318.8072437379	144842.9932855098	311430.89789079415	277271.420836211	78575.09115404205	0.0	772081.687911323	287925.66385745496	634461.8175984999	788909.8373593639	F19610	327.201	36.21	35.94	37.13	9508.0	41733487.0	0.93	0.85	97.0	57.0	0.9444444444444444	False
4103	145195650.61160916	132412545.63291991	140929800.09830716	142359467.72362095	128291023.60591356	126073464.01510012	124908565.42213494	131637954.42122623	136233339.6606246	136779694.77622864	280220695.13966125	154656724.56203872	280817832.48807216	247242098.59157377	271795937.30847836	271931605.7497343	281325205.36154854	307338577.3800105	297503091.42127055	258115520.0551705	304947289.0746027	293714999.5605952	143051591.20955607	288485070.7649115	300200742.99379236	275351671.1307756	269331621.40458715	265224613.19723105	262176195.2419334	292074137.3644606	283283069.4592995	290486521.249817	276120070.14750814	147739176.34823245	267932193.67555645	267891844.8719818	279294963.16851676	272461883.7452669	252443495.36438963	259298889.46856362	269671363.45838094	250633180.02062613	249197887.14800504	271185487.9165043	162824428.68977034	254817854.61124337	265439853.1014606	252064845.04343948	226551891.5454905	238124475.9303635	148976049.15476525	135348456.77907464	136411766.8073254	121610551.02375884	F19612	353.0055	224.66	223.08	226.23	10686.0	2226119673.0	0.74	0.96	1513.0	60.0	1.0	False
4105	259393510.7554847	229070396.61199874	236463032.59433472	240565165.2425477	198615315.8814164	234782429.72648197	247356863.3759064	229266668.03802663	203263216.70645887	123884951.39718072	26654682.961431403	225739784.97913003	55655694.93666775	66155767.79056038	85208548.79970808	72970339.7735387	37457164.84213898	8206610.8763998775	16126809.087712882	45657694.56038165	4499887.549470667	27031015.458968844	203148493.8639958	12511019.892775023	6647330.961902015	19034371.505305547	28261385.543083142	12508473.255283382	19775670.537697542	0.0	14877039.953118762	23859776.05817822	20912857.378490817	263578173.3995634	27417376.480500426	33657641.69841538	17166438.011328727	31445081.593968462	120692850.96511413	108134240.40824236	44212501.42272781	75318945.8862718	41190232.64873645	66362568.567795955	277463426.8282992	78238994.74293986	76423884.84889215	45464147.142177336	22280826.277820423	42937701.56772221	206142568.99472487	207546278.6468206	222564606.4381122	223294776.76916888	F19615	266.0745	164.06	162.49	165.64	6736.0	2183886041.0	0.76	0.98	147.0	56.0	0.9814814814814815	False
4120	586355.0445116129	677075.3309848702	673256.0116852013	540695.4008584305	633481.993017703	599673.061845508	730289.1847804495	735166.9380497278	644115.5379671423	737346.1964181816	1251851.837964787	628743.6008831029	1402830.8293711294	1705556.437111788	1310085.5820988223	1273407.150227934	1123983.0511337863	1401826.854064972	1007414.7380670261	1068859.8818290674	1375290.1236886359	0.0	637337.3491095492	1455007.2009456637	1059234.4808611486	1556236.5068251726	1374898.5017068197	1567622.764698087	1201277.9027501682	1316814.1819878994	1341112.0979589052	1082944.5708125858	890046.9109827729	863853.4245249203	1356426.3772068357	1309921.7026463784	1224221.8717878656	1043447.5060364938	1170894.4092258746	1018889.790265838	1203597.0981037738	883030.4374525067	792555.938064189	1072406.944194785	373614.64632305887	904324.9064187092	955712.6474866677	811361.3714033315	951903.6538032134	1030640.144564381	865990.5435002567	599236.3080708714	537651.7796468611	465153.5143959399	F19650	299.2579	29.38	27.8	30.82	8263.0	122301996.0	0.86	0.73	37.0	60.0	0.9814814814814815	False
4121	389907.2774328288	248916.2389148009	453496.01582060714	466163.2272586672	327528.8858571708	485513.4621739701	378597.2500145039	342819.7764669082	602967.5843436236	744124.0105334299	1566929.03344841	491043.6750046304	1030061.8825293438	1272720.1900050545	1297644.094048807	1113754.4487944385	263260.72669449326	866841.4899193445	931793.7034253002	1004674.818124038	536077.0276605018	896395.0799548441	428322.246065865	1130228.6065126949	479905.128164476	1005594.5209365194	1033285.4534545074	1038430.7184520721	883679.6230948733	1005556.7905718329	1240685.084284062	1021115.8707561392	929648.6938297288	431015.64181134495	1139801.3623731923	1071578.454555502	1479968.0192385789	1156328.21247391	968510.9754009494	1000973.3308508712	1373417.0332313713	154907.62099458577	525502.0042967509	879235.3748841371	445688.8062294395	834874.0083866055	989068.1485924327	655533.0071248295	352265.48857146513	175139.91529240343	511874.441079433	356048.0543865851	525867.8727449123	417884.28396500315	F19653	299.2579	35.29	35.02	36.86	8263.0	108060198.0	1.0	0.71	51.0	60.0	1.0	False
4135	1195342.638233567	866368.7068299924	1037883.1925164313	815713.266045592	0.0	0.0	0.0	0.0	0.0	386746.4438030982	52722358.480354466	1057124.6674963268	67591385.67956367	59244523.57320492	44605659.79758033	51756306.03222659	23251133.056998935	4347730.780589753	6819849.243585654	32943196.100382272	4701348.821492337	37359317.73575076	1056304.8067540217	8870395.861663964	20182824.547473986	10471451.832148924	21514585.85503746	13938496.829770183	21652544.795863457	21154573.204290964	61546941.71893186	58323536.34878109	74545121.58859795	0.0	42484345.50496776	50528150.682281025	70475012.2210897	143857127.664423	146019041.59556583	130332668.15634245	106222310.26497331	158539282.0260429	161433230.11333567	107518149.45459564	0.0	91435386.80013072	108268108.23353502	136891035.0811835	146089831.72612453	183812851.76156655	0.0	1104224.0938362184	1014090.9497987371	882707.3402561379	F19702	353.1452	273.17	271.6	274.75	10698.0	1942191254.0	1.0	1.0	194.0	49.0	0.8518518518518519	False
4136	115490124.10772432	97847846.51652211	95659840.35388751	94650397.2044669	57918392.15772411	77941987.73898222	91407420.74683869	77276054.73841502	66027445.558945484	58773485.46424215	16633576.683321742	92404121.64525002	20926975.40448794	23934166.275114253	31980109.995069616	26439776.306320563	18622655.850328267	13166289.595464045	16688764.869305175	21716284.725983493	11747539.833534908	12645452.03951691	99681960.62747723	13207094.842547059	2606067.189091081	19037656.893880133	20906040.805331644	6027732.228038733	8548992.841360688	0.0	10474447.316869639	15130329.76205598	14326360.327785896	74578743.36419508	7690132.372122244	12244246.1386812	9540712.553328855	2308176.3116620965	14967951.085342132	13972471.242417201	612074.8716619959	10528037.167778907	5364494.559254448	17624814.3648334	81169528.8442288	23557579.447206832	19310307.19890916	7350664.657125831	14117619.777120857	9524614.088834282	53916438.332848914	70079950.83241694	86721515.71439096	103169521.7245979	F19703	266.115	201.65	200.04	203.22	6742.0	1476960639.0	1.0	0.98	6535.0	56.0	0.9814814814814815	False
4167	123164777.23861268	143203610.40094462	149956160.46128765	123262998.92154405	169458049.5727106	152869239.68632203	141152272.2281521	156996967.3046348	152506008.3384941	182131214.04520723	13719572.214993179	106875201.95021604	16129766.609404251	13238380.882125895	14806580.294171635	18220023.93489633	6973165.953688975	1023221.6472770261	3588849.2968653687	9510399.304395007	1613986.9461798624	9090963.35292433	125804226.86847192	1231742.7473366996	1757344.1184458402	2307154.977466411	4151236.922644676	5108279.118479718	15043281.363505118	11331046.172794603	18054988.825813796	23789410.588843297	28412743.470353927	127484758.00347956	16479938.119146109	16438948.436134562	27670321.600612275	40590192.501323186	58080771.24927424	48878104.57557141	54036020.96970246	53149871.43604541	29960722.656046383	21582976.97450946	125147805.70126013	16761820.787411435	20440541.254187033	41660998.075786225	56639026.852682345	86964765.62492357	124500253.82177943	145004529.3340417	153613456.79034045	147767978.31796277	F19824	328.1532	253.92	252.35	255.52	9550.0	2069940664.0	1.0	0.99	885.0	57.0	1.0	False
4171	4453286.959949809	3618584.046320851	3821959.3082299517	4125811.651027981	1880305.0444175084	2142407.9336750098	2115489.482934157	2202330.2520500342	1741268.7318066445	2101482.03505665	4529437.535380482	4128943.4595074374	3740310.3289150656	4348626.847590421	4292058.178241666	4328375.7010421995	3793523.2695055273	3964532.4993237206	3770831.0224785553	3397894.0889268094	4290384.552386647	3496511.914217453	3577260.4560507424	4920109.910920807	4679741.947018285	4324622.027402557	4541750.178777847	4736962.682860756	4013652.8288295064	4774085.31808449	9013496.61161192	6913858.68081485	5753411.477308402	5383190.744983961	8072767.998685391	7617498.8669407135	7023788.3343922915	7009987.676237021	5953995.799977945	5956518.0495116	7421177.318459378	4868385.644850162	6748824.22856487	6293582.194786609	77755.30461770097	5157465.038596683	5836027.374020523	5809893.579259725	4858883.135180386	5712341.8835954275	3999325.3945960365	3909347.6104385126	3794245.7309685447	3864299.3227434075	F19837	328.2326	27.93	27.01	29.51	9556.0	298105233.0	1.0	0.99	1525.0	60.0	1.0	False
4175	0.0	59373.732965651805	277774.63388572005	236618.73273293718	0.0	117716.45009563747	0.0	0.0	290551.81461153104	513995.89556531725	5401317.227365078	255137.01650534445	4091352.661611851	1073709.1315807202	3148551.071670381	3290645.247631474	9994829.620862497	0.0	2602463.3076085723	6114325.112787988	7829451.397067934	5411845.078758089	310360.0738842798	2112396.4937635507	5389313.002996986	1118767.4805051403	3484928.9812110225	1701963.0234629856	4151482.0987812	4526141.814294509	5844531.86039687	7164716.961283242	9101099.315766461	0.0	3788178.410862177	4099337.0091271074	9083403.397413503	5398037.4293193715	6368104.826948082	5164349.9845355395	11910344.242854206	9561890.110497952	11059695.733497532	6262273.595770648	0.0	7126138.452362499	5861182.796042864	4629911.678963136	5043393.422507963	2922023.441618653	398066.11301606125	0.0	0.0	65409.5508589005	F19843	353.92	321.24	319.64	322.69	10716.0	184568331.0	0.86	0.93	12.0	47.0	0.8333333333333334	False
4204	3056722.122989748	2365175.227969454	7078757.944453689	4414227.935865402	4029320.991745835	2290778.179678187	0.0	0.0	2876089.6640148424	3896869.8381682113	8980365.726467548	2566705.2679967764	7233587.033691791	0.0	4053279.8271336975	6415521.009186613	11436038.715635963	0.0	2250966.514360245	7052339.404664829	5559508.149046416	8476168.888582531	2970514.4487952683	0.0	3035031.0593565055	0.0	3020719.5442991178	0.0	2949777.1528348746	3159789.0732979733	7157572.260747819	8400193.266008947	7828584.817714513	1001990.4793689715	2143485.243069767	3694075.4408719214	6185734.141785533	7894700.315880617	9746812.64115467	3019304.5231414745	8407185.196704235	12292231.809842614	8694891.850417282	9839178.249838067	0.0	8922224.330561783	9357011.049083201	620704.1964860896	6482494.243909747	7026423.865894864	4060611.275748464	6716545.122960132	3528614.337939038	2790789.589205907	F19914	300.066	319.9	318.33	321.51	8294.0	299679778.0	1.0	0.97	16220.0	49.0	0.8518518518518519	False
4220	3382295.0234698076	2850237.228411812	1709773.4508886924	945734.8985111398	2120425.301669694	1770893.708767898	2579447.029959761	2140481.352461194	3476963.6668476867	5803253.091286208	17520959.34370149	3104948.17097352	18146827.850545753	12439845.446691496	15170419.029167341	15351151.788537895	11331440.949496336	4400521.26132049	6484092.883476477	13993432.809683878	5038474.661924556	15077279.353325848	2236557.2719911574	5926272.778620195	4465240.785767258	7366855.251329917	10150607.68681363	6935514.823124529	11536238.721090732	0.0	15518135.57041176	17314693.06707848	18642150.965183917	931706.3423713965	12464169.649357684	13364803.34756311	17713143.394758355	7922453.594202423	25137659.903950825	29033274.103756152	20967106.86642364	34747236.71664687	30051907.719008088	24546674.734968454	1181023.023348947	22761108.488916267	25008410.94531312	30303403.238892805	21727652.80472764	45652814.604282975	971028.1675049016	3857274.9435348576	2592157.5643253555	2158927.9651113106	F19950	267.0713	177.72	176.14	179.29	6785.0	674609874.0	0.88	0.99	38.0	56.0	0.9814814814814815	False
