	Pellets_1_Rpneg	Pellets_10_Rpneg	Pellets_11_Rpneg	Pellets_12_Rpneg	Pellets_13_Rpneg	Pellets_14_Rpneg	Pellets_15_Rpneg	Pellets_16_Rpneg	Pellets_17_Rpneg	Pellets_18_Rpneg	Pellets_19_Rpneg	Pellets_2_Rpneg	Pellets_20_Rpneg	Pellets_21_Rpneg	Pellets_22_Rpneg	Pellets_23_Rpneg	Pellets_24_Rpneg	Pellets_25_Rpneg	Pellets_26_Rpneg	Pellets_27_Rpneg	Pellets_28_Rpneg	Pellets_29_Rpneg	Pellets_3_Rpneg	Pellets_30_Rpneg	Pellets_31_Rpneg	Pellets_32_Rpneg	Pellets_33_Rpneg	Pellets_34_Rpneg	Pellets_35_Rpneg	Pellets_36_Rpneg	Pellets_37_Rpneg	Pellets_38_Rpneg	Pellets_39_Rpneg	Pellets_4_Rpneg	Pellets_40_Rpneg	Pellets_41_Rpneg	Pellets_42_Rpneg	Pellets_43_Rpneg	Pellets_44_Rpneg	Pellets_45_Rpneg	Pellets_46_Rpneg	Pellets_47_Rpneg	Pellets_48_Rpneg	Pellets_49_Rpneg	Pellets_5_Rpneg	Pellets_50_Rpneg	Pellets_51_Rpneg	Pellets_52_Rpneg	Pellets_53_Rpneg	Pellets_54_Rpneg	Pellets_6_Rpneg	Pellets_7_Rpneg	Pellets_8_Rpneg	Pellets_9_Rpneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
93	668091.6658992292	423578.1042452205	543416.7344009188	405231.64010267	69334.10677028276	30604.858642958585	0.0	0.0	0.0	24988.34221757838	0.0	487937.01472401683	50149.26187943166	31204.29005749605	89808.06526842533	74641.43872719878	0.0	0.0	62188.59839190475	0.0	33440.03451449772	36557.615880486985	636012.7107077679	52063.78481681898	45949.36652469886	0.0	31858.40738807028	43987.50149336689	0.0	0.0	573434.3999158792	559686.8374378586	669325.2102092486	550920.7747986697	436157.6292045244	606761.4510659642	562888.2203289131	450403.2082479451	641101.7705267349	214800.31600123234	539389.7123921321	325768.6756184233	771979.401453196	408296.97251630604	443992.65620973724	288906.8135903869	502840.01055467856	258118.36491670436	256562.4117220367	450009.7063038464	657557.6243505345	544452.8812139984	597336.9623655699	650293.4559678648	F1321	209.0968	34.01	32.44	34.54	2997.0	17138921.0	0.81	0.96	707.0	47.0	0.8148148148148148	False
94	1470579.9999362386	1590816.0244887709	1639911.4887849635	1514904.625738859	1298619.2881695905	1135363.4355255468	1359308.1923151368	966931.8771960967	0.0	1263532.5391286428	0.0	1499002.2536672798	1016649.765486203	931708.7653980359	1309691.341968241	1112981.2952006508	1214556.1995901703	1297121.5422978192	1017237.6988313624	893597.8463341827	1601513.4917011745	1685138.7023089847	1644487.1148295624	1632732.7204375907	1184690.741262555	1604134.5161630502	1852017.5861625539	1482909.9807294281	1411815.4614621557	1489543.273725707	1627337.296659885	1592137.7247941915	1635633.013577572	1787081.3248615703	2206217.428661479	1362057.7074320382	1702497.4109333435	1349387.4766788944	1487639.5401336898	1338140.3624354105	1736050.3085595414	1563841.880681935	1629203.4677691543	1609570.6745545527	1313787.6422020148	1620945.1264377513	1645097.2784681066	1892997.8064178096	1833810.3988885186	1477992.6904210963	1076712.5539124492	1531882.4586298065	1475401.1897297997	2492290.3956263196	F1322	209.0968	36.4	34.8	37.97	2997.0	81689469.0	1.0	0.94	2805.0	55.0	0.9629629629629629	False
106	5650034.42103376	6668400.719347223	5216746.867505075	3842775.7988530924	17085755.052753095	13443287.069847515	9249567.420341471	9069086.989741897	7878464.410994319	12479099.58226556	1143225.9166863086	2619648.0451080767	1359319.5654146818	1476119.7247523125	1396225.82040503	1649350.7202635638	915017.4512885556	681548.2914521013	863663.1394443542	712642.6763349357	128135.01313178273	1344305.252336707	3457219.4822268295	299842.6411327579	169133.5071698803	601278.6722537801	533200.5969204732	382339.14415696874	513175.47120568826	192187.52079284683	1240391.2154188124	1519873.1851266727	938797.1417170338	3998579.939804226	578460.073049034	558983.819497883	554150.3593023478	1239864.7081421406	1151295.1868885043	1046807.5984619677	1017742.6681797865	981673.7559920768	847816.5295010471	2682382.2368630045	3701112.028179494	888707.9957319839	1227547.8019976828	718003.2155448663	1514052.788868338	2887058.301402182	4266039.209925543	7172409.398640547	8624796.141707765	11176447.694405211	F1428	164.0709	24.38	22.8	26.11	1609.0	161534803.0	0.8	0.98	58.0	58.0	1.0	False
115	1932798.6974704787	1729033.6031586116	1776389.869680226	1776379.5543048077	2774642.159086397	2479947.0411104434	981028.5191538293	2052869.8994223948	2487234.4832344525	6537949.252134093	2846687.0572952414	1550310.1834767654	1602477.968767337	1095995.461200561	1621860.2082276102	1412318.8965596082	4142949.35320357	1641781.2889720313	1488848.445159262	2144585.2521101227	2674105.0446939045	3651403.726553011	1122486.8270881071	0.0	2287473.0786973652	1413304.1198643993	1711126.4926093356	1853791.5862773776	2478913.2560761515	1554548.7226250097	2607515.9005659465	3719987.073722747	1781775.9265764225	1392548.5761165295	1454234.2115049837	1551260.9267769149	4434255.171426687	2356610.831928633	1514563.3506271876	1615819.9333694908	3272143.055433154	3099572.5940989596	4229862.581587107	1763892.1275716207	1050333.6213331346	2093245.5273570272	1738026.3589325312	2462707.916736608	1617990.3440700718	3608978.3049512967	2698739.130795035	2937572.3612787626	1473231.510061958	2607399.076386386	F1685	252.9241	1.57	0.78	3.14	4407.0	107185890.0	1.0	0.95	170.0	59.0	0.9814814814814815	False
126	12728123.071538342	13253413.297437549	13266882.590364479	15418553.399514476	11327079.082249446	14065028.323731428	8834038.866901143	15452509.544655196	12380564.608723901	9028511.709639853	8391075.731925828	10551673.6155138	10745539.89579338	9328001.142595083	14483761.052740825	12054665.466996036	12415978.371371062	10803535.626057215	12199490.60697375	14345733.899941083	13743684.31356668	10969610.779227575	9371593.799119115	0.0	14793329.081414364	12256062.17702663	12769599.120337704	15252946.009917462	16716251.308202706	13337409.760558795	10730313.530825082	10346017.3410943	9683763.668168036	11616745.588956349	10477858.822687978	12178996.696075462	11172193.047887307	10799534.35027503	11874238.949067174	12312876.620128337	11046774.995263552	12441896.647777943	11896710.488616247	16118364.031145792	10944108.699712731	12700740.293342475	14033892.599240217	14150145.573348327	10749572.405543007	10837898.475799011	11759396.828784613	10539717.728837904	11489562.450552555	16217723.241152117	F1824	210.9098	2.35	0.91	3.93	3046.0	627716108.0	1.0	0.97	139.0	61.0	0.9814814814814815	False
127	1433368.0912249146	1453671.0508521602	1363627.8534533728	1598648.6115821558	1825302.4266631892	1567685.4832985122	2883184.6369764055	3026768.3913231688	839947.1084236194	889777.0678478784	1924882.7113074213	1925160.5871928837	1956735.2068621407	2627008.457665969	1959193.409693548	0.0	2356222.304751413	2409914.6546937665	0.0	1848300.0311226551	1522177.9424982262	2238691.242762947	1650093.872341354	3118333.325372151	1710887.8366566773	3014313.4742998495	1981070.3983184777	3049813.4464289	1788376.135294931	2161832.311765092	1156043.0880785543	2346657.4769786736	2490301.0780940643	2066528.5689270876	2050640.1142019734	1756728.2560237483	1346542.6591249553	1632291.814519492	1824447.4020924605	1524490.4574818811	1069497.0500948487	1694755.3881428665	2473761.9178937026	79407.34692311205	1903201.8918435182	1271031.1749079893	1364067.8206846828	1442945.5799287912	1508226.0939707593	1615271.0274336587	1906391.7852342546	1971379.953514856	1471052.3225953968	2427630.5740458025	F1828	210.9121	21.1	19.5	22.02	3047.0	96957715.0	1.0	0.96	8449.0	55.0	0.9629629629629629	False
128	5528128.997538157	4636091.136180647	4516777.529851508	5649739.550943821	3810488.241108282	4173339.099278142	5533227.455855518	8155379.782054627	4808500.711885176	3372369.5160997706	2529022.5552460593	6191567.040907534	3142446.9268175582	4137653.6225482933	4993143.503993941	0.0	3967626.529852704	2788855.479658293	0.0	2972388.61574143	1635760.9552714028	3457822.520650505	4882723.340577294	3149117.808495459	2331345.6863229414	4093239.7319354685	3080489.5930519514	3198653.3709469056	2605676.580655981	2730040.4158264925	629620.3810341654	4021577.856522688	3909346.849194853	5101602.883058072	2845763.929056439	3291788.378486626	2848497.355210033	1952174.823352233	2614268.0024383306	2843637.619906481	1962327.6727563578	3104894.540483082	4283699.69087958	2495103.190255331	3714970.100811749	2811572.978492038	2880124.138650844	2775824.278005931	3214009.884296024	2563690.0708590792	6005981.47984919	5069712.218027447	5667442.888930274	5721228.408626436	F1829	210.9121	23.59	22.02	25.17	3047.0	192297330.0	1.0	0.98	12606.0	55.0	0.9629629629629629	False
154	3695049.0118610067	3480077.0235297163	4069044.5917235827	4220415.050846205	4935192.135746663	5793551.722398298	4473907.986662978	3673478.3671449074	4137710.167249079	3539126.466402345	6105155.84729792	4822855.545822267	5312555.644426131	5169620.214475583	2887895.7608425687	6746847.716696636	5912916.542650531	3983020.914296819	5738508.71469565	4642856.770422349	5322738.981852106	66282.96921890047	5144832.2296691	9061456.272547185	4881233.052014371	5582718.696810395	5708646.960173708	3227232.504458794	4650508.395797181	4967049.311994763	7323281.9333669	4762679.4006220335	5881205.464895983	4351948.011853956	6086604.247120017	5194866.492661733	4948438.278139201	6788565.610215461	6557224.475574479	6222814.770867141	5068290.8697891105	4910447.4803188015	4559222.165677136	2206393.811100414	3721731.2168795355	7756208.349304419	5981500.621390039	5472722.976648015	6345595.873642003	6137947.519107853	3170113.458033311	3391447.434579829	2924340.274062855	0.0	F2114	254.2489	255.37	253.79	256.94	4453.0	285112971.0	0.89	0.99	906.0	59.0	0.9814814814814815	False
170	6855192.084340231	6397907.241885497	6481064.324395391	6598946.850246994	5660958.380165985	5112326.449806266	6568406.4595833765	4804552.625752594	4487579.48723393	5323362.671586498	3332869.3613811806	6673397.989326955	4397373.98108959	4294704.797584997	5847293.057737357	5079937.952429562	4001417.987732749	1823476.9162948497	2270646.9767154013	2830747.584066368	2155936.6418248964	4385346.741608018	6392877.618313425	2580627.8545106216	2583378.6379793542	3539409.524745344	3070540.8407872324	2678962.5295251813	2817693.5147445654	2914069.8148428774	2754089.966600076	3683384.788816115	3738928.1340465867	4266403.824511602	2726722.138319558	3079061.7070365557	2767593.851082203	3916842.801061974	5175679.363766916	4746469.075319806	2751767.976933007	4051625.5528680636	4040214.1382343676	2919794.7254346367	4193398.370587704	4493357.479754904	5871826.218604361	3928383.951697055	4968096.251134347	4178184.2304601707	4871120.602076593	6507516.86502806	6442315.173669819	8442082.36803403	F2250	113.9879	21.75	20.03	23.33	290.0	242354465.0	1.0	0.99	107.0	60.0	1.0	False
172	3427303.9682084545	3656299.273172889	2997286.164549727	2794366.6593204434	5245140.717382988	4224257.723768419	4985933.925390617	4325829.677631749	3006940.3110843375	3543095.788421844	3527344.796159232	2500046.8545709527	3197308.765443448	4182340.8433720567	3960556.9758716887	3456068.3452503104	2601216.1502291714	4485983.850816192	3405742.5155347874	2917423.9476581453	3612654.7733269106	4148029.423364835	2593561.6328539294	4161469.179933606	4031686.1944795153	4305521.869363954	3713673.991604872	4932160.149018333	4116505.5214042747	4438439.128749596	4275726.916621664	3137368.3897743677	2976390.16017314	3846083.9443793544	3606697.3660767013	3244404.1459291847	2752889.1075228355	2522758.023161231	2160694.497365608	2086852.7184838103	2602826.0722456225	1666748.9298316217	2609902.871113147	2910140.0240153708	3594432.604551093	2145625.895056764	2875706.3156461497	2169488.441519768	2234470.3549710666	2601471.415323938	2866368.1092618303	3197192.5477873655	3593937.4574782224	3972632.047369438	F2252	114.0164	22.8	21.23	24.38	293.0	182877082.0	1.0	0.97	579.0	59.0	1.0	False
187	1569175.0451809699	1344441.4083865103	1484725.8636025146	1087691.651900793	1574988.6311975792	1080299.3284969584	1384084.6809079484	981005.1949317821	638202.7486522824	333872.9782374297	437727.846873551	1615239.6581205393	921912.9897995004	1212891.7980371234	1744412.4530452315	1610873.156700081	568895.6683277561	94668.02005758992	330800.37000153627	480573.73336875363	51443.229638610006	766106.3237642151	2112860.585768543	559545.2974807983	207535.71790842444	837426.6910304001	584820.370050198	284075.4396197344	270047.7878041406	251608.66199205132	453235.3235257314	380758.8771902948	246503.71125021382	468620.1005022919	250623.80782120206	779393.0762247058	487918.9121534797	657577.675805077	1033615.6693165757	1167987.602498601	88154.50670451635	1013237.5871900227	615272.2728207964	121303.93447328103	1075129.1062359905	1514616.7017423937	880918.9732316236	332204.5119894846	1766838.8625974592	880979.0485425465	900449.9841683633	1341299.1953494994	816560.1790060598	2237439.246566005	F2423	114.9887	21.75	20.16	22.8	311.0	48801465.0	1.0	0.96	467.0	58.0	1.0	False
190	699661.4395752738	496417.2178283622	621549.2418859787	839087.1498671253	446421.3534019588	306845.83313180774	777298.9458513014	764848.9074032251	348440.86604049965	616384.8763489781	184823.91591982788	525278.9506666341	313565.5408275896	395250.50397799956	819276.6596851688	458199.1487883897	427411.6097978057	409613.5572907616	586480.4651941096	302646.29417351604	364704.2004909449	414741.37517735985	665253.967377351	491010.5444956638	373217.79687828256	828211.1856871932	432846.0343340612	1037232.1434584324	580442.2932008491	603291.412812956	597341.5670091439	367492.8962091381	554442.2375890815	703403.8183745274	766949.2825842163	372234.143867642	457810.35397638654	415152.04021197354	603925.5678637362	426358.3152881077	570207.3210403025	613524.3590057545	559948.7871324061	534119.022327611	752256.128889339	581370.8567103443	443655.8176790934	508426.9424637517	702171.0492484258	566162.920004373	548365.4146698567	593066.0086109323	582303.2310299375	1175705.685729884	F2439	255.1968	36.53	34.8	37.84	4481.0	31589165.0	0.86	0.95	16.0	61.0	1.0	False
192	4689755.732585078	3834477.3376725726	3132295.7910020775	4191060.420124533	2873250.0611195923	3694579.4342331677	5395379.824653653	4898742.012592068	2929910.455983847	1718183.2257904569	3175552.850136049	3907190.208866178	3106636.3441171707	3353647.052284084	5177956.232858892	3335132.7780698566	3952097.75147156	3280943.212601717	3458772.4979112083	4123819.5018521617	3387914.2603634177	3567029.3842969076	3192123.056354395	0.0	3790053.0218454706	5511970.94566383	4152779.51360704	5833897.925332396	4930712.574836626	3280002.7620558892	3081417.3320892085	3107827.442428272	2713605.678597113	3763826.7512903814	3486996.5809396333	3624688.04748351	2912527.203007692	2608897.9365247358	3379292.200904287	3480686.36145438	1929032.0628059425	3690243.9963390864	3206741.1924569206	4018138.8404365955	4261194.7309062155	4151553.164593151	3724528.7586937435	4009304.411547296	4543450.589334113	3284067.265154206	2652080.2005442875	3155625.193101862	3063477.400527341	5794455.407120458	F2447	212.9102	2.35	0.78	3.93	3098.0	193846012.0	1.0	0.96	151.0	58.0	0.9814814814814815	False
193	1178215.4519567785	903405.6341106419	741989.9073893416	998711.2293615073	1170794.5510097756	1065113.5816388067	2189344.6022857	1818384.2773867664	486916.14370860235	679795.6067798301	1079143.8943833127	1109688.3185927891	1182450.235321693	1687939.3295505722	1726259.6816364143	1284322.8778584257	1428109.6321330129	1787744.6164400345	1383440.614302989	1197286.8153033294	1180432.250737069	1654526.9380749431	874723.2785621616	2163934.863431209	1194660.1676415289	2359312.68313394	1291026.3315911281	2147780.7922724485	1296292.178789611	1379096.070997682	638821.8959198702	1678934.9527314606	1585814.5023954248	1457600.1629222545	1365858.355337019	1188113.847872288	737003.3077161155	803288.8746199807	797933.3171305386	743432.5092503626	265946.16491786914	845746.9659321752	1591218.9799133933	42564.80731112296	1544703.2381679974	845981.3365586963	834142.9619360097	1054463.073196519	976384.0315574054	1023563.2508081992	1181592.9070799265	1222579.9013898512	883924.8344950697	1290823.54151208	F2448	212.9102	20.68	19.24	22.02	3098.0	65899153.0	0.96	0.97	246.0	59.0	1.0	False
194	3853789.4744399837	2862792.351038421	3212902.6781907086	3536923.5574958543	2415146.926722315	2872833.4209772707	4277410.717590657	5215909.76608999	2827883.609159827	2446846.9188937307	1476463.5323797895	4073454.259287926	1966813.2129009895	3004378.229648647	3434192.055974543	2154981.406722534	2603343.8624069346	2166035.079147877	1692237.907347512	2162074.1821667817	950619.2340652714	2416207.7155173733	3251820.6329495367	2433884.906405401	1593352.3818507912	3195492.864580847	1985327.3906258482	2595333.305419265	2010695.6854479883	1593530.552917046	370287.73449095513	2660849.775006632	2776596.9109239094	3471584.00553094	2086319.953869253	2106716.816296621	1820333.5877023584	1202057.203284855	1760595.3529547632	1970802.1608116871	1398181.8442096808	1976971.5126249793	2859410.1537725898	1481885.2978971358	2715961.5913740587	1709605.489172479	1895910.2904381542	1739837.3126175818	2164797.4470554306	1871270.2847663448	3851348.261940525	3359108.0243135476	3485886.078927885	4769761.41062149	F2449	212.9102	23.46	22.02	25.04	3098.0	134848011.0	1.0	0.99	384.0	59.0	1.0	False
235	1015979.0276974778	1592771.8393452817	494452.02811591513	1680238.2891885105	2968081.25846382	3098058.6190535882	0.0	629983.8743826764	2057975.5022330405	15534397.059705803	2282950.186517686	925029.5250277919	534217.6629371886	763027.8099821024	1273982.1301062906	2333922.0675605033	3316722.629283557	1093049.3325924943	818849.2512967358	2704879.1375484425	4059143.688651901	1305791.2846557368	697000.5325978484	0.0	52077.58816663354	898224.5849311836	1537181.6738008377	502475.8462972839	3067498.798678164	1361620.990506387	2116252.5859431573	4599461.944193264	2220240.555286382	1231503.4352102352	1349592.7932987246	1666884.9656489715	7634771.181520749	1903715.608777955	1711388.0762913018	1721299.7153083321	14949420.286442198	4650345.886850815	7429934.136370038	1796193.9386557061	426750.4810528589	1442696.817535563	1122642.096245952	2276231.520999444	1409475.5343821472	3154865.731261669	3863186.35780632	3553274.5009081266	972626.891870891	740193.7634268834	F2884	256.9201	1.17	0.36	2.22	4523.0	164164216.0	1.0	0.87	16.0	58.0	0.9629629629629629	False
249	2159291.393295214	1504579.341204848	1751054.0889720398	1387340.6350474167	1070648.7252966794	1370113.5282477567	2012582.6281806321	2106076.779937402	1339597.4428948043	1503756.5566842225	1213992.9011669005	1691157.3897046042	1093376.1451929763	1379013.0507445412	1745620.6985181584	1669990.6717402039	2634280.401413507	1364777.1333085257	1527745.5561602039	2033951.9685316216	1811640.721408356	1536590.0334931843	1479617.4598698642	0.0	1784212.5496171776	2262888.1677327394	1593257.3370413622	2581361.9665611023	2390408.6945514535	1335984.4031258603	1141661.9774067905	1738392.415023252	932344.1712462103	1445014.6662087743	1535021.545421813	1642078.218840104	1242798.6161341527	1326624.8685776747	1526810.8455203832	1582015.4569811572	1065595.626660916	1330490.2380812094	1338981.0085321364	1688887.5687181447	1608154.9389740122	1760272.3928314152	1814920.3086268913	1725500.7315844824	1685374.5165741004	1542822.365680899	1438171.5835049471	2021284.9099208831	1142817.4397338766	2932988.499188071	F2924	213.9082	1.7	0.65	3.27	3132.0	82089674.0	1.0	0.93	7270.0	56.0	0.9814814814814815	False
266	26550419.668000665	27460462.884215392	24894266.39980399	24214104.362094272	35320383.67189013	29773344.35446805	24370138.66179948	23875718.19403643	20522511.158964448	27966232.50784272	716953.8164015574	16992581.81988934	923859.5090215587	0.0	1202253.0740552999	1008107.3528913785	0.0	629226.3791571709	833595.6042557649	901578.7555003761	766612.4955817573	1406063.7512572177	19446874.01640208	718508.3083321031	754345.4753421522	1091750.1971385288	913370.5756153372	1212580.3851472058	1184945.9387177469	917074.4410574023	0.0	1405318.4003680386	1433779.6947787015	15455698.615321333	1169628.4832618826	1186870.3452524487	1074228.6489519347	667134.0751370924	537162.7891484743	622816.9026300713	0.0	0.0	0.0	475180.00422438036	13537474.331834592	634392.1446572816	580258.3949612121	981484.1946219424	1155996.2016407428	970109.0621937675	15297363.508211097	30057775.005629584	33635675.82852686	44424763.29042481	F3049	168.0658	23.72	22.15	25.3	1733.0	458075284.0	1.0	0.98	38.0	56.0	0.8888888888888888	False
325	2652222.9819830023	2882723.579615089	2050055.3311669817	1901883.6609412031	6641579.133524504	4988674.0872313725	2641419.350659022	2425912.882508293	2228587.1844385425	1759525.8236638526	4498349.165316591	725225.7900617103	3404391.740949422	4489170.485715353	3610002.68077852	4479737.56631852	2642740.6426994437	1739439.5421051169	1519568.1142444198	1496894.0246823211	3972928.3278276213	4807809.393485622	1076290.122095922	3548032.9721873854	5426793.557203274	3465613.2688776506	3036876.904795219	5435561.991798052	4274013.466461241	4749479.087279163	7181451.8368962845	2464331.2506487835	2793164.79895699	3000397.588659698	1633497.499437545	1333728.456838244	0.0	4836015.881966356	244179.71986912555	844659.9168265268	3390519.827076748	1013771.1475973958	1216906.552930608	6911490.832285055	3486966.3039805954	3004567.3393841386	2443817.9122690056	2261503.5520030484	2926710.2237007683	2690084.6097278954	2742958.1330761136	2519553.3438798417	2099591.978799367	3191052.052871508	F3869	170.9435	22.02	20.42	23.59	1795.0	165827170.0	1.0	0.92	132.0	60.0	0.9814814814814815	False
362	1526789.113182767	845397.4027216661	1062046.7202693871	1137570.1996372999	1086806.8300462984	1057696.9838624836	1028782.709279477	1288282.2678658979	753997.0345919657	1003274.8017454917	953465.7677299541	1095732.308755851	1026249.0129913676	857992.691927646	1004440.5381372649	948446.5838149901	971734.0727467994	471869.1707762768	503754.60448504647	639223.9890012143	567463.5056722653	1136348.830676026	1159446.013676739	430746.37291968847	762878.7534711703	797088.4410597552	690435.103670984	907187.0120982992	919814.252340784	857066.5469780096	731307.5210972673	753383.0490649812	1045529.5604221618	919419.3818931628	839682.4272885533	868320.2443057392	921261.7790873362	849179.8068737797	817936.0400463179	1030343.5004781028	1165388.9470290581	1133637.4051903104	1341229.629233653	178461.03321396763	962468.3545004393	856339.4872882311	1109137.1987830994	817097.2562826681	1035983.1844675691	1160234.0793609763	1079274.972193146	1112995.9811716399	664363.1402201575	1800491.4332997233	F4749	262.9763	21.36	19.63	22.41	4687.0	51561037.0	0.89	0.84	26.0	60.0	1.0	False
363	4329909.702434676	3980719.9435298103	4591764.307064368	4780286.815798859	5245538.200073204	6959374.7894665245	5816627.122130953	5478483.09755496	4448383.663303544	3861972.94927498	4392183.505019329	4310131.512792416	3776196.3590341317	5106919.451069755	6635818.155944761	5042024.928835622	4098437.922489953	5221623.290729822	4042299.5299567254	3133947.385277492	4697780.291608198	4417785.996146702	5327035.521389822	8530532.843605049	4708787.059069335	4691495.451803611	4873547.497824261	5206413.888195423	4070636.2660775105	4540413.39421352	4550688.74296423	3593193.007574764	4214616.377179919	6049264.6968586985	5191264.531300345	3952885.0156635474	3721992.4418603643	5178166.2201272445	4280577.446789074	5844021.780053886	3948028.5603115843	3789936.025354926	3640834.1741961045	5221024.862913286	4359361.173923448	5757497.3368334	4743399.3917049905	4056437.706402755	5334127.957271472	4847882.54457226	2855173.087528932	3417835.278348502	3544347.6316957423	6411321.963714695	F4750	262.9763	24.91	23.33	26.64	4687.0	261401288.0	1.0	0.98	165.0	61.0	1.0	False
406	22273731.891129926	23058247.23201508	27245694.64276858	28441383.64042436	28454437.323245145	25269033.69522001	31181527.812794294	27894405.327999827	24503026.635756005	34438807.99971888	4940577.633656199	20323047.867867865	5760329.148057936	4815774.739020943	9089729.38872006	5959173.786929286	6867636.619105131	3138710.0620439486	2871803.427837147	4571698.473366996	2096741.6631958506	6325896.738459931	20502743.481652267	2883294.798031729	3404075.8838800383	6196046.961704612	4216107.222486181	3647550.8472843464	4167145.7868548553	2866272.022526015	2569732.94921907	7228310.692961742	7609731.82368842	17090486.548681896	4782626.642736292	4521690.244944307	5469556.211926859	4549817.343009867	5549410.207182209	6123859.992999697	5150780.7798060635	7004550.070564428	6951135.526107481	2142805.5211578556	13805444.920016382	5929841.361374466	6692204.411136065	6012275.24658066	6060452.180682336	7238216.361451769	23088042.649288304	30937628.094379157	29305078.88014355	42345354.62501886	F5260	264.9346	22.8	21.23	24.38	4742.0	653787179.0	1.0	0.97	88.0	61.0	1.0	False
439	4747090.495904562	4139329.390382427	2082088.74418223	2384521.5768523347	2201111.7850197786	1598586.8055392818	2646485.6792191966	2606556.7793119703	4850893.415743022	1850568.2268342602	4612972.601226077	2342510.51031288	3629874.971898925	2994011.035247398	6896076.100840635	3433308.129724124	5263749.796956611	8467941.431781491	12425787.015592678	9708391.384245535	6255106.663786775	7291196.902167692	2558971.0601999145	6098832.2295438545	4554560.967466634	7490158.32427466	4145514.9161652946	4230640.424819679	6170439.548779793	4556411.437166034	2176974.525103692	7710753.942170514	5983501.915023838	1863072.598423904	5062232.755300422	7761403.4468086865	5434001.647691819	4200523.596348298	14444699.682785006	4183638.1982302554	5010127.9712986825	4809403.340031718	4937107.870357384	778010.1897998629	2756162.319112886	2851595.882619956	3482314.974937972	4266196.6937626535	2773919.4074604413	9656173.238352567	2760009.969761307	1324710.3218663873	1396505.475953505	1947878.9887894525	F5556	265.9508	21.89	20.16	23.46	4777.0	277297827.0	1.0	0.94	1765.0	61.0	1.0	False
443	4358504.189574275	6144392.711888568	2486808.559508383	3227122.9484456587	2997251.0395648065	1952074.5754496981	1083281.8044684113	2385783.1360750627	4725019.006469362	2020687.7444825082	2775818.4999244194	2505038.8695358764	1488161.172894526	1146781.344167616	1291441.9524777539	1292332.8670984185	1649948.3802967125	6337374.386833165	5119319.472923354	4548710.427237555	2340226.1417487	3692222.883215123	1672543.6848245696	2234455.7121017184	2386210.730039789	1758488.3980634476	2330136.04333633	3647787.0164160333	3133774.9191175597	1919367.9677365876	28370301.49989069	3534192.2265949133	4066962.5072465767	1624419.9782247224	1695744.7319705356	2625797.314998016	4057804.8792979936	2429949.764609993	1817735.7258239044	2648459.8109931867	2958509.132120972	1514764.3388426548	1886553.6262972855	975653.9919890341	2443831.543320422	1742522.0780817538	1851672.017776581	1594601.4266354272	743685.1188501286	2017237.303923177	3548865.3536327025	34129742.77644801	1409817.3449409949	1231765.0709416773	F5577	266.1515	36.79	35.87	38.37	4785.0	202833653.0	1.0	0.97	67.0	58.0	1.0	False
461	4876260.577359986	4273506.855151592	4859590.232450697	5361061.220843732	5592976.457500735	4669136.407101379	3282367.8331530318	5120846.494929119	4560958.214052658	0.0	3612442.9824510044	3251495.699243407	5318509.104025851	4090520.030716703	5211322.715966371	4611174.502407837	3647547.7679219036	0.0	4970225.608591643	0.0	5936019.517098216	3999501.580649372	3457296.1830948633	1948831.6166915966	6739211.733446273	4414392.594091249	4496808.0234768875	5857067.851726437	5081341.151767804	6894310.234340804	0.0	4253976.420403322	0.0	4641830.745696601	4449096.4641578635	4626891.470948256	4633596.918046492	4519088.924734682	4535119.959768932	4005585.457627117	0.0	4721344.020511781	3962103.6680480614	0.0	3923903.651391943	3335712.1817179266	4690196.944312084	4916643.551214227	3097444.3031251724	3715926.01726029	4034448.5569502176	3525463.773013497	5535499.362977134	4291284.006563388	F5904	216.9644	2.88	1.43	4.45	3359.0	210044559.0	1.0	0.91	4607.0	50.0	0.8703703703703703	False
463	19536220.337055355	19087335.86654425	17660790.827690367	21094081.01561381	20655527.281361077	22620589.164534688	13503972.022994943	22703118.864792775	23007342.03036187	28586731.635135073	20831236.405679632	17694953.333439138	14055468.966522194	11602000.8315029	19517050.92802481	14012873.228170557	33067881.717007212	14450046.92565132	16331659.737953316	19380079.101819467	22550647.392510947	23967859.451579653	13338596.867463103	0.0	21650694.74789403	18375291.041449018	18874774.92077665	20698984.837998036	23512967.26621008	17098124.488530803	20793910.92963519	24181347.691777993	14504290.524612188	15777531.710417783	16104180.697899679	15362833.672945825	28236382.61846124	18925992.19143443	15840680.155757643	16258012.185614686	20182763.705863185	22796125.298141155	28102777.39941458	16544125.170206422	13039797.705148486	19916831.22436373	19154777.094636813	20540571.48318118	17412914.00478108	23370041.89352156	21066187.940708816	22556389.18041978	14642904.71223914	26136167.595080554	F5923	174.9464	1.57	0.78	3.14	1921.0	924847357.0	1.0	0.96	99999.0	61.0	0.9814814814814815	False
